date,county,office,district,race_type,party,special,url,ocd_id
2014-09-09,,state_senate,19--21,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940118,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,22--24,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940119,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,3--4,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940120,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,5--6,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940121,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,7--8,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940122,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,9--11,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940123,ocd-division/country:us/state:nh/sldu
2014-09-09,Belknap,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940125,
2014-09-09,Carroll,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940126,
2014-09-09,Cheshire,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940127,
2014-09-09,Coos,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940124,
2014-09-09,Grafton,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940128,
2014-09-09,Hillsborough,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940129,
2014-09-09,Merrimack,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940130,
2014-09-09,Rockingham,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589943740,
2014-09-09,Strafford,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940132,
2014-09-09,Sullivan,state_house,,primary,democratic,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940133,
2014-09-09,Belknap,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940028,
2014-09-09,Carroll,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940037,
2014-09-09,Cheshire,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940036,
2014-09-09,Coos,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940035,
2014-09-09,Grafton,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940034,
2014-09-09,Hillsborough,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940033,
2014-09-09,Merrimack,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940032,
2014-09-09,Rockingham,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940031,
2014-09-09,Strafford,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940030,
2014-09-09,Sullivan,governor,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940029,
2014-09-09,Belknap,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940038,
2014-09-09,Carroll,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940039,
2014-09-09,Cheshire,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940040,
2014-09-09,Coos,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940041,
2014-09-09,Grafton,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940042,
2014-09-09,Hillsborough,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940043,
2014-09-09,Merrimack,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940044,
2014-09-09,Rockingham,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940045,
2014-09-09,Strafford,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940046,
2014-09-09,Sullivan,senate,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940047,
2014-09-09,,house,1,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940049,ocd-division/country:us/state:nh/cd:1
2014-09-09,,house,2,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940050,ocd-division/country:us/state:nh/cd:2
2014-09-09,,executive_council,1,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940051,ocd-division/country:us/state:nh/executive_district:1
2014-09-09,,executive_council,2,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940052,ocd-division/country:us/state:nh/executive_district:2
2014-09-09,,executive_council,3,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940053,ocd-division/country:us/state:nh/executive_district:3
2014-09-09,,executive_council,4,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940054,ocd-division/country:us/state:nh/executive_district:4
2014-09-09,,executive_council,5,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940055,ocd-division/country:us/state:nh/executive_district:5
2014-09-09,,state_senate,1,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940056,ocd-division/country:us/state:nh/sldu:1
2014-09-09,,state_senate,2,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940057,ocd-division/country:us/state:nh/sldu:2
2014-09-09,,state_senate,12--15,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940058,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,16--18,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940059,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,19--21,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940060,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,22--24,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940061,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,3--4,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940062,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,5--6,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940063,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,7--8,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940064,ocd-division/country:us/state:nh/sldu
2014-09-09,,state_senate,9--11,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940065,ocd-division/country:us/state:nh/sldu
2014-09-09,Belknap,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940066,
2014-09-09,Carroll,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940067,
2014-09-09,Cheshire,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940068,
2014-09-09,Coos,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940069,
2014-09-09,Grafton,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940070,
2014-09-09,Hillsborough,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940071,
2014-09-09,Merrimack,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940072,
2014-09-09,Rockingham,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940073,
2014-09-09,Strafford,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940074,
2014-09-09,Sullivan,state_house,,primary,republican,,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589940075,
