ocd_id,fips,name,results_name
ocd-division/country:us/state:oh/county:columbiana,39029,Columbiana County,Columbiana
ocd-division/country:us/state:oh/county:columbiana/place:butler,,Butler township,
ocd-division/country:us/state:oh/county:columbiana/place:center,,Center township,
ocd-division/country:us/state:oh/county:columbiana/place:elkrun,,Elkrun township,
ocd-division/country:us/state:oh/county:columbiana/place:fairfield,,Fairfield township,
ocd-division/country:us/state:oh/county:columbiana/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:columbiana/place:hanover,,Hanover township,
ocd-division/country:us/state:oh/county:columbiana/place:knox,,Knox township,
ocd-division/country:us/state:oh/county:columbiana/place:liverpool,,Liverpool township,
ocd-division/country:us/state:oh/county:columbiana/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:columbiana/place:middleton,,Middleton township,
ocd-division/country:us/state:oh/county:columbiana/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:columbiana/place:salem,,Salem township,
ocd-division/country:us/state:oh/county:columbiana/place:st_clair,,St. Clair township,
ocd-division/country:us/state:oh/county:columbiana/place:unity,,Unity township,
ocd-division/country:us/state:oh/county:columbiana/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:columbiana/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:columbiana/place:west,,West township,
ocd-division/country:us/state:oh/county:columbiana/place:yellow_creek,,Yellow Creek township,
ocd-division/country:us/state:oh/county:coshocton,39031,Coshocton County,Coshocton
ocd-division/country:us/state:oh/county:coshocton/place:adams,,Adams township,
ocd-division/country:us/state:oh/county:coshocton/place:bedford,,Bedford township,
ocd-division/country:us/state:oh/county:coshocton/place:bethlehem,,Bethlehem township,
ocd-division/country:us/state:oh/county:coshocton/place:clark,,Clark township,
ocd-division/country:us/state:oh/county:coshocton/place:crawford,,Crawford township,
ocd-division/country:us/state:oh/county:coshocton/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:coshocton/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:coshocton/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:coshocton/place:keene,,Keene township,
ocd-division/country:us/state:oh/county:coshocton/place:lafayette,,Lafayette township,
ocd-division/country:us/state:oh/county:coshocton/place:linton,,Linton township,
ocd-division/country:us/state:oh/county:coshocton/place:mill_creek,,Mill Creek township,
ocd-division/country:us/state:oh/county:coshocton/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:coshocton/place:newcastle,,Newcastle township,
ocd-division/country:us/state:oh/county:coshocton/place:oxford,,Oxford township,
ocd-division/country:us/state:oh/county:coshocton/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:coshocton/place:pike,,Pike township,
ocd-division/country:us/state:oh/county:coshocton/place:tiverton,,Tiverton township,
ocd-division/country:us/state:oh/county:coshocton/place:tuscarawas,,Tuscarawas township,
ocd-division/country:us/state:oh/county:coshocton/place:virginia,,Virginia township,
ocd-division/country:us/state:oh/county:coshocton/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:coshocton/place:white_eyes,,White Eyes township,
ocd-division/country:us/state:oh/county:crawford,39033,Crawford County,Crawford
ocd-division/country:us/state:oh/county:crawford/place:auburn,,Auburn township,
ocd-division/country:us/state:oh/county:crawford/place:bucyrus,,Bucyrus township,
ocd-division/country:us/state:oh/county:crawford/place:chatfield,,Chatfield township,
ocd-division/country:us/state:oh/county:crawford/place:cranberry,,Cranberry township,
ocd-division/country:us/state:oh/county:crawford/place:dallas,,Dallas township,
ocd-division/country:us/state:oh/county:crawford/place:holmes,,Holmes township,
ocd-division/country:us/state:oh/county:crawford/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:crawford/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:crawford/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:crawford/place:lykens,,Lykens township,
ocd-division/country:us/state:oh/county:crawford/place:polk,,Polk township,
ocd-division/country:us/state:oh/county:crawford/place:sandusky,,Sandusky township,
ocd-division/country:us/state:oh/county:crawford/place:texas,,Texas township,
ocd-division/country:us/state:oh/county:crawford/place:tod,,Tod township,
ocd-division/country:us/state:oh/county:crawford/place:vernon,,Vernon township,
ocd-division/country:us/state:oh/county:crawford/place:whetstone,,Whetstone township,
ocd-division/country:us/state:oh/county:cuyahoga,39035,Cuyahoga County,Cuyahoga
ocd-division/country:us/state:oh/county:cuyahoga/place:chagrin_falls,,Chagrin Falls township,
ocd-division/country:us/state:oh/county:cuyahoga/place:olmsted,,Olmsted township,
ocd-division/country:us/state:oh/county:darke,39037,Darke County,Darke
ocd-division/country:us/state:oh/county:darke/place:adams,,Adams township,
ocd-division/country:us/state:oh/county:darke/place:allen,,Allen township,
ocd-division/country:us/state:oh/county:darke/place:brown,,Brown township,
ocd-division/country:us/state:oh/county:darke/place:butler,,Butler township,
ocd-division/country:us/state:oh/county:darke/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:darke/place:greenville,,Greenville township,
ocd-division/country:us/state:oh/county:darke/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:darke/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:darke/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:darke/place:mississinawa,,Mississinawa township,
ocd-division/country:us/state:oh/county:darke/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:darke/place:neave,,Neave township,
ocd-division/country:us/state:oh/county:darke/place:patterson,,Patterson township,
ocd-division/country:us/state:oh/county:darke/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:darke/place:twin,,Twin township,
ocd-division/country:us/state:oh/county:darke/place:van_buren,,Van Buren township,
ocd-division/country:us/state:oh/county:darke/place:wabash,,Wabash township,
ocd-division/country:us/state:oh/county:darke/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:darke/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:darke/place:york,,York township,
ocd-division/country:us/state:oh/county:defiance,39039,Defiance County,Defiance
ocd-division/country:us/state:oh/county:defiance/place:adams,,Adams township,
ocd-division/country:us/state:oh/county:defiance/place:defiance,,Defiance township,
ocd-division/country:us/state:oh/county:defiance/place:delaware,,Delaware township,
ocd-division/country:us/state:oh/county:defiance/place:farmer,,Farmer township,
ocd-division/country:us/state:oh/county:defiance/place:hicksville,,Hicksville township,
ocd-division/country:us/state:oh/county:defiance/place:highland,,Highland township,
ocd-division/country:us/state:oh/county:defiance/place:mark,,Mark township,
ocd-division/country:us/state:oh/county:defiance/place:milford,,Milford township,
ocd-division/country:us/state:oh/county:defiance/place:noble,,Noble township,
ocd-division/country:us/state:oh/county:defiance/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:defiance/place:tiffin,,Tiffin township,
ocd-division/country:us/state:oh/county:defiance/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:delaware,39041,Delaware County,Delaware
ocd-division/country:us/state:oh/county:delaware/place:berkshire,,Berkshire township,
ocd-division/country:us/state:oh/county:delaware/place:berlin,,Berlin township,
ocd-division/country:us/state:oh/county:delaware/place:brown,,Brown township,
ocd-division/country:us/state:oh/county:delaware/place:concord,,Concord township,
ocd-division/country:us/state:oh/county:delaware/place:delaware,,Delaware township,
ocd-division/country:us/state:oh/county:delaware/place:genoa,,Genoa township,
ocd-division/country:us/state:oh/county:delaware/place:harlem,,Harlem township,
ocd-division/country:us/state:oh/county:delaware/place:kingston,,Kingston township,
ocd-division/country:us/state:oh/county:delaware/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:delaware/place:marlboro,,Marlboro township,
ocd-division/country:us/state:oh/county:delaware/place:orange,,Orange township,
ocd-division/country:us/state:oh/county:delaware/place:oxford,,Oxford township,
ocd-division/country:us/state:oh/county:delaware/place:porter,,Porter township,
ocd-division/country:us/state:oh/county:delaware/place:radnor,,Radnor township,
ocd-division/country:us/state:oh/county:delaware/place:scioto,,Scioto township,
ocd-division/country:us/state:oh/county:delaware/place:thompson,,Thompson township,
ocd-division/country:us/state:oh/county:delaware/place:trenton,,Trenton township,
ocd-division/country:us/state:oh/county:delaware/place:troy,,Troy township,
ocd-division/country:us/state:oh/county:erie,39043,Erie County,Erie
ocd-division/country:us/state:oh/county:erie/place:berlin,,Berlin township,
ocd-division/country:us/state:oh/county:erie/place:florence,,Florence township,
ocd-division/country:us/state:oh/county:erie/place:groton,,Groton township,
ocd-division/country:us/state:oh/county:erie/place:huron,,Huron township,
ocd-division/country:us/state:oh/county:erie/place:margaretta,,Margaretta township,
ocd-division/country:us/state:oh/county:erie/place:milan,,Milan township,
ocd-division/country:us/state:oh/county:erie/place:oxford,,Oxford township,
ocd-division/country:us/state:oh/county:erie/place:perkins,,Perkins township,
ocd-division/country:us/state:oh/county:erie/place:vermilion,,Vermilion township,
ocd-division/country:us/state:oh/county:fairfield,39045,Fairfield County,Fairfield
ocd-division/country:us/state:oh/county:fairfield/place:amanda,,Amanda township,
ocd-division/country:us/state:oh/county:fairfield/place:berne,,Berne township,
ocd-division/country:us/state:oh/county:fairfield/place:bloom,,Bloom township,
ocd-division/country:us/state:oh/county:fairfield/place:clearcreek,,Clearcreek township,
ocd-division/country:us/state:oh/county:fairfield/place:greenfield,,Greenfield township,
ocd-division/country:us/state:oh/county:fairfield/place:hocking,,Hocking township,
ocd-division/country:us/state:oh/county:fairfield/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:fairfield/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:fairfield/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:fairfield/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:fairfield/place:rush_creek,,Rush Creek township,
ocd-division/country:us/state:oh/county:fairfield/place:violet,,Violet township,
ocd-division/country:us/state:oh/county:fairfield/place:walnut,,Walnut township,
ocd-division/country:us/state:oh/county:fayette,39047,Fayette County,Fayette
ocd-division/country:us/state:oh/county:fayette/place:concord,,Concord township,
ocd-division/country:us/state:oh/county:fayette/place:green,,Green township,
ocd-division/country:us/state:oh/county:fayette/place:jasper,,Jasper township,
ocd-division/country:us/state:oh/county:fayette/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:fayette/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:fayette/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:fayette/place:paint,,Paint township,
ocd-division/country:us/state:oh/county:fayette/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:fayette/place:union,,Union township,
ocd-division/country:us/state:oh/county:fayette/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:franklin,39049,Franklin County,Franklin
ocd-division/country:us/state:oh/county:franklin/place:blendon,,Blendon township,
ocd-division/country:us/state:oh/county:franklin/place:brown,,Brown township,
ocd-division/country:us/state:oh/county:franklin/place:clinton,,Clinton township,
ocd-division/country:us/state:oh/county:franklin/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:franklin/place:hamilton,,Hamilton township,
ocd-division/country:us/state:oh/county:franklin/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:franklin/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:franklin/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:franklin/place:mifflin,,Mifflin township,
ocd-division/country:us/state:oh/county:franklin/place:norwich,,Norwich township,
ocd-division/country:us/state:oh/county:franklin/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:franklin/place:plain,,Plain township,
ocd-division/country:us/state:oh/county:franklin/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:franklin/place:prairie,,Prairie township,
ocd-division/country:us/state:oh/county:franklin/place:sharon,,Sharon township,
ocd-division/country:us/state:oh/county:franklin/place:truro,,Truro township,
ocd-division/country:us/state:oh/county:franklin/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:fulton,39051,Fulton County,Fulton
ocd-division/country:us/state:oh/county:fulton/place:amboy,,Amboy township,
ocd-division/country:us/state:oh/county:fulton/place:chesterfield,,Chesterfield township,
ocd-division/country:us/state:oh/county:fulton/place:clinton,,Clinton township,
ocd-division/country:us/state:oh/county:fulton/place:dover,,Dover township,
ocd-division/country:us/state:oh/county:fulton/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:fulton/place:fulton,,Fulton township,
ocd-division/country:us/state:oh/county:fulton/place:german,,German township,
ocd-division/country:us/state:oh/county:fulton/place:gorham,,Gorham township,
ocd-division/country:us/state:oh/county:fulton/place:pike,,Pike township,
ocd-division/country:us/state:oh/county:fulton/place:royalton,,Royalton township,
ocd-division/country:us/state:oh/county:fulton/place:swan_creek,,Swan Creek township,
ocd-division/country:us/state:oh/county:fulton/place:york,,York township,
ocd-division/country:us/state:oh/county:gallia,39053,Gallia County,Gallia
ocd-division/country:us/state:oh/county:gallia/place:addison,,Addison township,
ocd-division/country:us/state:oh/county:gallia/place:cheshire,,Cheshire township,
ocd-division/country:us/state:oh/county:gallia/place:clay,,Clay township,
ocd-division/country:us/state:oh/county:gallia/place:gallipolis,,Gallipolis township,
ocd-division/country:us/state:oh/county:gallia/place:green,,Green township,
ocd-division/country:us/state:oh/county:gallia/place:greenfield,,Greenfield township,
ocd-division/country:us/state:oh/county:gallia/place:guyan,,Guyan township,
ocd-division/country:us/state:oh/county:gallia/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:gallia/place:huntington,,Huntington township,
ocd-division/country:us/state:oh/county:gallia/place:morgan,,Morgan township,
ocd-division/country:us/state:oh/county:gallia/place:ohio,,Ohio township,
ocd-division/country:us/state:oh/county:gallia/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:gallia/place:raccoon,,Raccoon township,
ocd-division/country:us/state:oh/county:gallia/place:springfield,,Springfield township,
ocd-division/country:us/state:oh/county:gallia/place:walnut,,Walnut township,
ocd-division/country:us/state:oh/county:geauga,39055,Geauga County,Geauga
ocd-division/country:us/state:oh/county:geauga/place:auburn,,Auburn township,
ocd-division/country:us/state:oh/county:geauga/place:bainbridge,,Bainbridge township,
ocd-division/country:us/state:oh/county:geauga/place:burton,,Burton township,
ocd-division/country:us/state:oh/county:geauga/place:chardon,,Chardon township,
ocd-division/country:us/state:oh/county:geauga/place:chester,,Chester township,
ocd-division/country:us/state:oh/county:geauga/place:claridon,,Claridon township,
ocd-division/country:us/state:oh/county:geauga/place:hambden,,Hambden township,
ocd-division/country:us/state:oh/county:geauga/place:huntsburg,,Huntsburg township,
ocd-division/country:us/state:oh/county:geauga/place:middlefield,,Middlefield township,
ocd-division/country:us/state:oh/county:geauga/place:montville,,Montville township,
ocd-division/country:us/state:oh/county:geauga/place:munson,,Munson township,
ocd-division/country:us/state:oh/county:geauga/place:newbury,,Newbury township,
ocd-division/country:us/state:oh/county:geauga/place:parkman,,Parkman township,
ocd-division/country:us/state:oh/county:geauga/place:russell,,Russell township,
ocd-division/country:us/state:oh/county:geauga/place:thompson,,Thompson township,
ocd-division/country:us/state:oh/county:geauga/place:troy,,Troy township,
ocd-division/country:us/state:oh/county:greene,39057,Greene County,Greene
ocd-division/country:us/state:oh/county:greene/place:bath,,Bath township,
ocd-division/country:us/state:oh/county:greene/place:beavercreek,,Beavercreek township,
ocd-division/country:us/state:oh/county:greene/place:caesarscreek,,Caesarscreek township,
ocd-division/country:us/state:oh/county:greene/place:cedarville,,Cedarville township,
ocd-division/country:us/state:oh/county:greene/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:greene/place:miami,,Miami township,
ocd-division/country:us/state:oh/county:greene/place:new_jasper,,New Jasper township,
ocd-division/country:us/state:oh/county:greene/place:ross,,Ross township,
ocd-division/country:us/state:oh/county:greene/place:silvercreek,,Silvercreek township,
ocd-division/country:us/state:oh/county:greene/place:spring_valley,,Spring Valley township,
ocd-division/country:us/state:oh/county:greene/place:sugarcreek,,Sugarcreek township,
ocd-division/country:us/state:oh/county:greene/place:xenia,,Xenia township,
ocd-division/country:us/state:oh/county:guernsey,39059,Guernsey County,Guernsey
ocd-division/country:us/state:oh/county:guernsey/place:adams,,Adams township,
ocd-division/country:us/state:oh/county:guernsey/place:cambridge,,Cambridge township,
ocd-division/country:us/state:oh/county:guernsey/place:center,,Center township,
ocd-division/country:us/state:oh/county:guernsey/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:guernsey/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:guernsey/place:knox,,Knox township,
ocd-division/country:us/state:oh/county:guernsey/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:guernsey/place:londonderry,,Londonderry township,
ocd-division/country:us/state:oh/county:guernsey/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:guernsey/place:millwood,,Millwood township,
ocd-division/country:us/state:oh/county:guernsey/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:guernsey/place:oxford,,Oxford township,
ocd-division/country:us/state:oh/county:guernsey/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:guernsey/place:spencer,,Spencer township,
ocd-division/country:us/state:oh/county:guernsey/place:valley,,Valley township,
ocd-division/country:us/state:oh/county:guernsey/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:guernsey/place:westland,,Westland township,
ocd-division/country:us/state:oh/county:guernsey/place:wheeling,,Wheeling township,
ocd-division/country:us/state:oh/county:guernsey/place:wills,,Wills township,
ocd-division/country:us/state:oh/county:hamilton,39061,Hamilton County,Hamilton
ocd-division/country:us/state:oh/county:hamilton/place:anderson,,Anderson township,
ocd-division/country:us/state:oh/county:hamilton/place:colerain,,Colerain township,
ocd-division/country:us/state:oh/county:hamilton/place:columbia,,Columbia township,
ocd-division/country:us/state:oh/county:hamilton/place:crosby,,Crosby township,
ocd-division/country:us/state:oh/county:hamilton/place:delhi,,Delhi township,
ocd-division/country:us/state:oh/county:hamilton/place:green,,Green township,
ocd-division/country:us/state:oh/county:hamilton/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:hamilton/place:miami,,Miami township,
ocd-division/country:us/state:oh/county:hamilton/place:springfield,,Springfield township,
ocd-division/country:us/state:oh/county:hamilton/place:sycamore,,Sycamore township,
ocd-division/country:us/state:oh/county:hamilton/place:symmes,,Symmes township,
ocd-division/country:us/state:oh/county:hamilton/place:whitewater,,Whitewater township,
ocd-division/country:us/state:oh/county:hancock,39063,Hancock County,Hancock
ocd-division/country:us/state:oh/county:hancock/place:allen,,Allen township,
ocd-division/country:us/state:oh/county:hancock/place:amanda,,Amanda township,
ocd-division/country:us/state:oh/county:hancock/place:biglick,,Biglick township,
ocd-division/country:us/state:oh/county:hancock/place:blanchard,,Blanchard township,
ocd-division/country:us/state:oh/county:hancock/place:cass,,Cass township,
ocd-division/country:us/state:oh/county:hancock/place:delaware,,Delaware township,
ocd-division/country:us/state:oh/county:hancock/place:eagle,,Eagle township,
ocd-division/country:us/state:oh/county:hancock/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:hancock/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:hancock/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:hancock/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:hancock/place:orange,,Orange township,
ocd-division/country:us/state:oh/county:hancock/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:hancock/place:portage,,Portage township,
ocd-division/country:us/state:oh/county:hancock/place:union,,Union township,
ocd-division/country:us/state:oh/county:hancock/place:van_buren,,Van Buren township,
ocd-division/country:us/state:oh/county:hancock/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:hardin,39065,Hardin County,Hardin
ocd-division/country:us/state:oh/county:hardin/place:blanchard,,Blanchard township,
ocd-division/country:us/state:oh/county:hardin/place:buck,,Buck township,
ocd-division/country:us/state:oh/county:hardin/place:cessna,,Cessna township,
ocd-division/country:us/state:oh/county:hardin/place:dudley,,Dudley township,
ocd-division/country:us/state:oh/county:hardin/place:goshen,,Goshen township,
ocd-division/country:us/state:oh/county:hardin/place:hale,,Hale township,
ocd-division/country:us/state:oh/county:hardin/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:hardin/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:hardin/place:lynn,,Lynn township,
ocd-division/country:us/state:oh/county:hardin/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:hardin/place:mcdonald,,McDonald township,
ocd-division/country:us/state:oh/county:hardin/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:hardin/place:roundhead,,Roundhead township,
ocd-division/country:us/state:oh/county:hardin/place:taylor_creek,,Taylor Creek township,
ocd-division/country:us/state:oh/county:hardin/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:harrison,39067,Harrison County,Harrison
ocd-division/country:us/state:oh/county:harrison/place:archer,,Archer township,
ocd-division/country:us/state:oh/county:harrison/place:athens,,Athens township,
ocd-division/country:us/state:oh/county:harrison/place:cadiz,,Cadiz township,
ocd-division/country:us/state:oh/county:harrison/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:harrison/place:freeport,,Freeport township,
ocd-division/country:us/state:oh/county:harrison/place:german,,German township,
ocd-division/country:us/state:oh/county:harrison/place:green,,Green township,
ocd-division/country:us/state:oh/county:harrison/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:harrison/place:moorefield,,Moorefield township,
ocd-division/country:us/state:oh/county:harrison/place:north,,North township,
ocd-division/country:us/state:oh/county:harrison/place:nottingham,,Nottingham township,
ocd-division/country:us/state:oh/county:harrison/place:rumley,,Rumley township,
ocd-division/country:us/state:oh/county:harrison/place:short_creek,,Short Creek township,
ocd-division/country:us/state:oh/county:harrison/place:stock,,Stock township,
ocd-division/country:us/state:oh/county:harrison/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:henry,39069,Henry County,Henry
ocd-division/country:us/state:oh/county:henry/place:bartlow,,Bartlow township,
ocd-division/country:us/state:oh/county:henry/place:damascus,,Damascus township,
ocd-division/country:us/state:oh/county:henry/place:flatrock,,Flatrock township,
ocd-division/country:us/state:oh/county:henry/place:freedom,,Freedom township,
ocd-division/country:us/state:oh/county:henry/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:henry/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:henry/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:henry/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:henry/place:napoleon,,Napoleon township,
ocd-division/country:us/state:oh/county:henry/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:henry/place:richfield,,Richfield township,
ocd-division/country:us/state:oh/county:henry/place:ridgeville,,Ridgeville township,
ocd-division/country:us/state:oh/county:henry/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:highland,39071,Highland County,Highland
ocd-division/country:us/state:oh/county:highland/place:brushcreek,,Brushcreek township,
ocd-division/country:us/state:oh/county:highland/place:clay,,Clay township,
ocd-division/country:us/state:oh/county:highland/place:concord,,Concord township,
ocd-division/country:us/state:oh/county:highland/place:dodson,,Dodson township,
ocd-division/country:us/state:oh/county:highland/place:fairfield,,Fairfield township,
ocd-division/country:us/state:oh/county:highland/place:hamer,,Hamer township,
ocd-division/country:us/state:oh/county:highland/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:highland/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:highland/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:highland/place:marshall,,Marshall township,
ocd-division/country:us/state:oh/county:highland/place:new_market,,New Market township,
ocd-division/country:us/state:oh/county:highland/place:paint,,Paint township,
ocd-division/country:us/state:oh/county:highland/place:penn,,Penn township,
