ocd_id,fips,name,results_name
ocd-division/country:us/state:oh/county:highland/place:salem,,Salem township,
ocd-division/country:us/state:oh/county:highland/place:union,,Union township,
ocd-division/country:us/state:oh/county:highland/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:highland/place:whiteoak,,Whiteoak township,
ocd-division/country:us/state:oh/county:hocking,39073,Hocking County,Hocking
ocd-division/country:us/state:oh/county:hocking/place:benton,,Benton township,
ocd-division/country:us/state:oh/county:hocking/place:falls,,Falls township,
ocd-division/country:us/state:oh/county:hocking/place:good_hope,,Good Hope township,
ocd-division/country:us/state:oh/county:hocking/place:green,,Green township,
ocd-division/country:us/state:oh/county:hocking/place:laurel,,Laurel township,
ocd-division/country:us/state:oh/county:hocking/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:hocking/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:hocking/place:salt_creek,,Salt Creek township,
ocd-division/country:us/state:oh/county:hocking/place:starr,,Starr township,
ocd-division/country:us/state:oh/county:hocking/place:ward,,Ward township,
ocd-division/country:us/state:oh/county:hocking/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:holmes,39075,Holmes County,Holmes
ocd-division/country:us/state:oh/county:holmes/place:berlin,,Berlin township,
ocd-division/country:us/state:oh/county:holmes/place:clark,,Clark township,
ocd-division/country:us/state:oh/county:holmes/place:hardy,,Hardy township,
ocd-division/country:us/state:oh/county:holmes/place:killbuck,,Killbuck township,
ocd-division/country:us/state:oh/county:holmes/place:knox,,Knox township,
ocd-division/country:us/state:oh/county:holmes/place:mechanic,,Mechanic township,
ocd-division/country:us/state:oh/county:holmes/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:holmes/place:paint,,Paint township,
ocd-division/country:us/state:oh/county:holmes/place:prairie,,Prairie township,
ocd-division/country:us/state:oh/county:holmes/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:holmes/place:ripley,,Ripley township,
ocd-division/country:us/state:oh/county:holmes/place:salt_creek,,Salt Creek township,
ocd-division/country:us/state:oh/county:holmes/place:walnut_creek,,Walnut Creek township,
ocd-division/country:us/state:oh/county:holmes/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:huron,39077,Huron County,Huron
ocd-division/country:us/state:oh/county:huron/place:bronson,,Bronson township,
ocd-division/country:us/state:oh/county:huron/place:clarksfield,,Clarksfield township,
ocd-division/country:us/state:oh/county:huron/place:fairfield,,Fairfield township,
ocd-division/country:us/state:oh/county:huron/place:fitchville,,Fitchville township,
ocd-division/country:us/state:oh/county:huron/place:greenfield,,Greenfield township,
ocd-division/country:us/state:oh/county:huron/place:greenwich,,Greenwich township,
ocd-division/country:us/state:oh/county:huron/place:hartland,,Hartland township,
ocd-division/country:us/state:oh/county:huron/place:lyme,,Lyme township,
ocd-division/country:us/state:oh/county:huron/place:new_haven,,New Haven township,
ocd-division/country:us/state:oh/county:huron/place:new_london,,New London township,
ocd-division/country:us/state:oh/county:huron/place:norwalk,,Norwalk township,
ocd-division/country:us/state:oh/county:huron/place:norwich,,Norwich township,
ocd-division/country:us/state:oh/county:huron/place:peru,,Peru township,
ocd-division/country:us/state:oh/county:huron/place:richmond,,Richmond township,
ocd-division/country:us/state:oh/county:huron/place:ridgefield,,Ridgefield township,
ocd-division/country:us/state:oh/county:huron/place:ripley,,Ripley township,
ocd-division/country:us/state:oh/county:huron/place:sherman,,Sherman township,
ocd-division/country:us/state:oh/county:huron/place:townsend,,Townsend township,
ocd-division/country:us/state:oh/county:huron/place:wakeman,,Wakeman township,
ocd-division/country:us/state:oh/county:jackson,39079,Jackson County,Jackson
ocd-division/country:us/state:oh/county:jackson/place:bloomfield,,Bloomfield township,
ocd-division/country:us/state:oh/county:jackson/place:coal,,Coal township,
ocd-division/country:us/state:oh/county:jackson/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:jackson/place:hamilton,,Hamilton township,
ocd-division/country:us/state:oh/county:jackson/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:jackson/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:jackson/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:jackson/place:lick,,Lick township,
ocd-division/country:us/state:oh/county:jackson/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:jackson/place:milton,,Milton township,
ocd-division/country:us/state:oh/county:jackson/place:scioto,,Scioto township,
ocd-division/country:us/state:oh/county:jackson/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:jefferson,39081,Jefferson County,Jefferson
ocd-division/country:us/state:oh/county:jefferson/place:brush_creek,,Brush Creek township,
ocd-division/country:us/state:oh/county:jefferson/place:cross_creek,,Cross Creek township,
ocd-division/country:us/state:oh/county:jefferson/place:island_creek,,Island Creek township,
ocd-division/country:us/state:oh/county:jefferson/place:knox,,Knox township,
ocd-division/country:us/state:oh/county:jefferson/place:mount_pleasant,,Mount Pleasant township,
ocd-division/country:us/state:oh/county:jefferson/place:ross,,Ross township,
ocd-division/country:us/state:oh/county:jefferson/place:salem,,Salem township,
ocd-division/country:us/state:oh/county:jefferson/place:saline,,Saline township,
ocd-division/country:us/state:oh/county:jefferson/place:smithfield,,Smithfield township,
ocd-division/country:us/state:oh/county:jefferson/place:springfield,,Springfield township,
ocd-division/country:us/state:oh/county:jefferson/place:steubenville,,Steubenville township,
ocd-division/country:us/state:oh/county:jefferson/place:warren,,Warren township,
ocd-division/country:us/state:oh/county:jefferson/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:jefferson/place:wells,,Wells township,
ocd-division/country:us/state:oh/county:knox,39083,Knox County,Knox
ocd-division/country:us/state:oh/county:knox/place:berlin,,Berlin township,
ocd-division/country:us/state:oh/county:knox/place:brown,,Brown township,
ocd-division/country:us/state:oh/county:knox/place:butler,,Butler township,
ocd-division/country:us/state:oh/county:knox/place:clay,,Clay township,
ocd-division/country:us/state:oh/county:knox/place:clinton,,Clinton township,
ocd-division/country:us/state:oh/county:knox/place:college,,College township,
ocd-division/country:us/state:oh/county:knox/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:knox/place:hilliar,,Hilliar township,
ocd-division/country:us/state:oh/county:knox/place:howard,,Howard township,
ocd-division/country:us/state:oh/county:knox/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:knox/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:knox/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:knox/place:middlebury,,Middlebury township,
ocd-division/country:us/state:oh/county:knox/place:milford,,Milford township,
ocd-division/country:us/state:oh/county:knox/place:miller,,Miller township,
ocd-division/country:us/state:oh/county:knox/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:knox/place:morgan,,Morgan township,
ocd-division/country:us/state:oh/county:knox/place:morris,,Morris township,
ocd-division/country:us/state:oh/county:knox/place:pike,,Pike township,
ocd-division/country:us/state:oh/county:knox/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:knox/place:union,,Union township,
ocd-division/country:us/state:oh/county:knox/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:lake,39085,Lake County,Lake
ocd-division/country:us/state:oh/county:lake/place:concord,,Concord township,
ocd-division/country:us/state:oh/county:lake/place:leroy,,Leroy township,
ocd-division/country:us/state:oh/county:lake/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:lake/place:painesville,,Painesville township,
ocd-division/country:us/state:oh/county:lake/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:lawrence,39087,Lawrence County,Lawrence
ocd-division/country:us/state:oh/county:lawrence/place:aid,,Aid township,
ocd-division/country:us/state:oh/county:lawrence/place:decatur,,Decatur township,
ocd-division/country:us/state:oh/county:lawrence/place:elizabeth,,Elizabeth township,
ocd-division/country:us/state:oh/county:lawrence/place:fayette,,Fayette township,
ocd-division/country:us/state:oh/county:lawrence/place:hamilton,,Hamilton township,
ocd-division/country:us/state:oh/county:lawrence/place:lawrence,,Lawrence township,
ocd-division/country:us/state:oh/county:lawrence/place:mason,,Mason township,
ocd-division/country:us/state:oh/county:lawrence/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:lawrence/place:rome,,Rome township,
ocd-division/country:us/state:oh/county:lawrence/place:symmes,,Symmes township,
ocd-division/country:us/state:oh/county:lawrence/place:union,,Union township,
ocd-division/country:us/state:oh/county:lawrence/place:upper,,Upper township,
ocd-division/country:us/state:oh/county:lawrence/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:lawrence/place:windsor,,Windsor township,
ocd-division/country:us/state:oh/county:licking,39089,Licking County,Licking
ocd-division/country:us/state:oh/county:licking/place:bennington,,Bennington township,
ocd-division/country:us/state:oh/county:licking/place:bowling_green,,Bowling Green township,
ocd-division/country:us/state:oh/county:licking/place:burlington,,Burlington township,
ocd-division/country:us/state:oh/county:licking/place:eden,,Eden township,
ocd-division/country:us/state:oh/county:licking/place:etna,,Etna township,
ocd-division/country:us/state:oh/county:licking/place:fallsbury,,Fallsbury township,
ocd-division/country:us/state:oh/county:licking/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:licking/place:granville,,Granville township,
ocd-division/country:us/state:oh/county:licking/place:hanover,,Hanover township,
ocd-division/country:us/state:oh/county:licking/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:licking/place:hartford,,Hartford township,
ocd-division/country:us/state:oh/county:licking/place:hopewell,,Hopewell township,
ocd-division/country:us/state:oh/county:licking/place:jersey,,Jersey township,
ocd-division/country:us/state:oh/county:licking/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:licking/place:licking,,Licking township,
ocd-division/country:us/state:oh/county:licking/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:licking/place:mary_ann,,Mary Ann township,
ocd-division/country:us/state:oh/county:licking/place:mckean,,McKean township,
ocd-division/country:us/state:oh/county:licking/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:licking/place:newark,,Newark township,
ocd-division/country:us/state:oh/county:licking/place:newton,,Newton township,
ocd-division/country:us/state:oh/county:licking/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:licking/place:st_albans,,St. Albans township,
ocd-division/country:us/state:oh/county:licking/place:union,,Union township,
ocd-division/country:us/state:oh/county:licking/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:logan,39091,Logan County,Logan
ocd-division/country:us/state:oh/county:logan/place:bloomfield,,Bloomfield township,
ocd-division/country:us/state:oh/county:logan/place:bokescreek,,Bokescreek township,
ocd-division/country:us/state:oh/county:logan/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:logan/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:logan/place:lake,,Lake township,
ocd-division/country:us/state:oh/county:logan/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:logan/place:mcarthur,,McArthur township,
ocd-division/country:us/state:oh/county:logan/place:miami,,Miami township,
ocd-division/country:us/state:oh/county:logan/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:logan/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:logan/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:logan/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:logan/place:rushcreek,,Rushcreek township,
ocd-division/country:us/state:oh/county:logan/place:stokes,,Stokes township,
ocd-division/country:us/state:oh/county:logan/place:union,,Union township,
ocd-division/country:us/state:oh/county:logan/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:logan/place:zane,,Zane township,
ocd-division/country:us/state:oh/county:lorain,39093,Lorain County,Lorain
ocd-division/country:us/state:oh/county:lorain/place:amherst,,Amherst township,
ocd-division/country:us/state:oh/county:lorain/place:brighton,,Brighton township,
ocd-division/country:us/state:oh/county:lorain/place:brownhelm,,Brownhelm township,
ocd-division/country:us/state:oh/county:lorain/place:camden,,Camden township,
ocd-division/country:us/state:oh/county:lorain/place:carlisle,,Carlisle township,
ocd-division/country:us/state:oh/county:lorain/place:columbia,,Columbia township,
ocd-division/country:us/state:oh/county:lorain/place:eaton,,Eaton township,
ocd-division/country:us/state:oh/county:lorain/place:elyria,,Elyria township,
ocd-division/country:us/state:oh/county:lorain/place:grafton,,Grafton township,
ocd-division/country:us/state:oh/county:lorain/place:henrietta,,Henrietta township,
ocd-division/country:us/state:oh/county:lorain/place:huntington,,Huntington township,
ocd-division/country:us/state:oh/county:lorain/place:lagrange,,LaGrange township,
ocd-division/country:us/state:oh/county:lorain/place:new_russia,,New Russia township,
ocd-division/country:us/state:oh/county:lorain/place:penfield,,Penfield township,
ocd-division/country:us/state:oh/county:lorain/place:pittsfield,,Pittsfield township,
ocd-division/country:us/state:oh/county:lorain/place:rochester,,Rochester township,
ocd-division/country:us/state:oh/county:lorain/place:sheffield,,Sheffield township,
ocd-division/country:us/state:oh/county:lorain/place:wellington,,Wellington township,
ocd-division/country:us/state:oh/county:lucas,39095,Lucas County,Lucas
ocd-division/country:us/state:oh/county:lucas/place:harding,,Harding township,
ocd-division/country:us/state:oh/county:lucas/place:jerusalem,,Jerusalem township,
ocd-division/country:us/state:oh/county:lucas/place:monclova,,Monclova township,
ocd-division/country:us/state:oh/county:lucas/place:providence,,Providence township,
ocd-division/country:us/state:oh/county:lucas/place:richfield,,Richfield township,
ocd-division/country:us/state:oh/county:lucas/place:spencer,,Spencer township,
ocd-division/country:us/state:oh/county:lucas/place:springfield,,Springfield township,
ocd-division/country:us/state:oh/county:lucas/place:swanton,,Swanton township,
ocd-division/country:us/state:oh/county:lucas/place:sylvania,,Sylvania township,
ocd-division/country:us/state:oh/county:lucas/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:lucas/place:waterville,,Waterville township,
ocd-division/country:us/state:oh/county:madison,39097,Madison County,Madison
ocd-division/country:us/state:oh/county:madison/place:canaan,,Canaan township,
ocd-division/country:us/state:oh/county:madison/place:darby,,Darby township,
ocd-division/country:us/state:oh/county:madison/place:deer_creek,,Deer Creek township,
ocd-division/country:us/state:oh/county:madison/place:fairfield,,Fairfield township,
ocd-division/country:us/state:oh/county:madison/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:madison/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:madison/place:oak_run,,Oak Run township,
ocd-division/country:us/state:oh/county:madison/place:paint,,Paint township,
ocd-division/country:us/state:oh/county:madison/place:pike,,Pike township,
ocd-division/country:us/state:oh/county:madison/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:madison/place:range,,Range township,
ocd-division/country:us/state:oh/county:madison/place:somerford,,Somerford township,
ocd-division/country:us/state:oh/county:madison/place:stokes,,Stokes township,
ocd-division/country:us/state:oh/county:madison/place:union,,Union township,
ocd-division/country:us/state:oh/county:mahoning,39099,Mahoning County,Mahoning
ocd-division/country:us/state:oh/county:mahoning/place:austintown,,Austintown township,
ocd-division/country:us/state:oh/county:mahoning/place:beaver,,Beaver township,
ocd-division/country:us/state:oh/county:mahoning/place:berlin,,Berlin township,
ocd-division/country:us/state:oh/county:mahoning/place:boardman,,Boardman township,
ocd-division/country:us/state:oh/county:mahoning/place:canfield,,Canfield township,
ocd-division/country:us/state:oh/county:mahoning/place:coitsville,,Coitsville township,
ocd-division/country:us/state:oh/county:mahoning/place:ellsworth,,Ellsworth township,
ocd-division/country:us/state:oh/county:mahoning/place:fairfield,,Fairfield township,
ocd-division/country:us/state:oh/county:mahoning/place:goshen,,Goshen township,
ocd-division/country:us/state:oh/county:mahoning/place:green,,Green township,
ocd-division/country:us/state:oh/county:mahoning/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:mahoning/place:milton,,Milton township,
ocd-division/country:us/state:oh/county:mahoning/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:mahoning/place:poland,,Poland township,
ocd-division/country:us/state:oh/county:mahoning/place:smith,,Smith township,
ocd-division/country:us/state:oh/county:mahoning/place:springfield,,Springfield township,
ocd-division/country:us/state:oh/county:marion,39101,Marion County,Marion
ocd-division/country:us/state:oh/county:marion/place:big_island,,Big Island township,
ocd-division/country:us/state:oh/county:marion/place:bowling_green,,Bowling Green township,
ocd-division/country:us/state:oh/county:marion/place:claridon,,Claridon township,
ocd-division/country:us/state:oh/county:marion/place:grand,,Grand township,
ocd-division/country:us/state:oh/county:marion/place:grand_prairie,,Grand Prairie township,
ocd-division/country:us/state:oh/county:marion/place:green_camp,,Green Camp township,
ocd-division/country:us/state:oh/county:marion/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:marion/place:montgomery,,Montgomery township,
ocd-division/country:us/state:oh/county:marion/place:pleasant,,Pleasant township,
ocd-division/country:us/state:oh/county:marion/place:prospect,,Prospect township,
ocd-division/country:us/state:oh/county:marion/place:richland,,Richland township,
ocd-division/country:us/state:oh/county:marion/place:salt_rock,,Salt Rock township,
ocd-division/country:us/state:oh/county:marion/place:scott,,Scott township,
ocd-division/country:us/state:oh/county:marion/place:tully,,Tully township,
ocd-division/country:us/state:oh/county:marion/place:waldo,,Waldo township,
ocd-division/country:us/state:oh/county:medina,39103,Medina County,Medina
ocd-division/country:us/state:oh/county:medina/place:brunswick_hills,,Brunswick Hills township,
ocd-division/country:us/state:oh/county:medina/place:chatham,,Chatham township,
ocd-division/country:us/state:oh/county:medina/place:granger,,Granger township,
ocd-division/country:us/state:oh/county:medina/place:guilford,,Guilford township,
ocd-division/country:us/state:oh/county:medina/place:harrisville,,Harrisville township,
ocd-division/country:us/state:oh/county:medina/place:hinckley,,Hinckley township,
ocd-division/country:us/state:oh/county:medina/place:homer,,Homer township,
ocd-division/country:us/state:oh/county:medina/place:lafayette,,Lafayette township,
ocd-division/country:us/state:oh/county:medina/place:litchfield,,Litchfield township,
ocd-division/country:us/state:oh/county:medina/place:liverpool,,Liverpool township,
ocd-division/country:us/state:oh/county:medina/place:medina,,Medina township,
ocd-division/country:us/state:oh/county:medina/place:montville,,Montville township,
ocd-division/country:us/state:oh/county:medina/place:sharon,,Sharon township,
ocd-division/country:us/state:oh/county:medina/place:spencer,,Spencer township,
ocd-division/country:us/state:oh/county:medina/place:wadsworth,,Wadsworth township,
ocd-division/country:us/state:oh/county:medina/place:westfield,,Westfield township,
ocd-division/country:us/state:oh/county:medina/place:york,,York township,
ocd-division/country:us/state:oh/county:meigs,39105,Meigs County,Meigs
ocd-division/country:us/state:oh/county:meigs/place:bedford,,Bedford township,
ocd-division/country:us/state:oh/county:meigs/place:chester,,Chester township,
ocd-division/country:us/state:oh/county:meigs/place:columbia,,Columbia township,
ocd-division/country:us/state:oh/county:meigs/place:lebanon,,Lebanon township,
ocd-division/country:us/state:oh/county:meigs/place:letart,,Letart township,
ocd-division/country:us/state:oh/county:meigs/place:olive,,Olive township,
ocd-division/country:us/state:oh/county:meigs/place:orange,,Orange township,
ocd-division/country:us/state:oh/county:meigs/place:rutland,,Rutland township,
ocd-division/country:us/state:oh/county:meigs/place:salem,,Salem township,
ocd-division/country:us/state:oh/county:meigs/place:salisbury,,Salisbury township,
ocd-division/country:us/state:oh/county:meigs/place:scipio,,Scipio township,
ocd-division/country:us/state:oh/county:meigs/place:sutton,,Sutton township,
ocd-division/country:us/state:oh/county:mercer,39107,Mercer County,Mercer
ocd-division/country:us/state:oh/county:mercer/place:black_creek,,Black Creek township,
ocd-division/country:us/state:oh/county:mercer/place:butler,,Butler township,
ocd-division/country:us/state:oh/county:mercer/place:center,,Center township,
ocd-division/country:us/state:oh/county:mercer/place:dublin,,Dublin township,
ocd-division/country:us/state:oh/county:mercer/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:mercer/place:gibson,,Gibson township,
ocd-division/country:us/state:oh/county:mercer/place:granville,,Granville township,
ocd-division/country:us/state:oh/county:mercer/place:hopewell,,Hopewell township,
ocd-division/country:us/state:oh/county:mercer/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:mercer/place:liberty,,Liberty township,
ocd-division/country:us/state:oh/county:mercer/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:mercer/place:recovery,,Recovery township,
ocd-division/country:us/state:oh/county:mercer/place:union,,Union township,
ocd-division/country:us/state:oh/county:mercer/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:miami,39109,Miami County,Miami
ocd-division/country:us/state:oh/county:miami/place:bethel,,Bethel township,
ocd-division/country:us/state:oh/county:miami/place:brown,,Brown township,
ocd-division/country:us/state:oh/county:miami/place:concord,,Concord township,
ocd-division/country:us/state:oh/county:miami/place:elizabeth,,Elizabeth township,
ocd-division/country:us/state:oh/county:miami/place:lostcreek,,Lostcreek township,
ocd-division/country:us/state:oh/county:miami/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:miami/place:newberry,,Newberry township,
ocd-division/country:us/state:oh/county:miami/place:newton,,Newton township,
ocd-division/country:us/state:oh/county:miami/place:springcreek,,Springcreek township,
ocd-division/country:us/state:oh/county:miami/place:staunton,,Staunton township,
ocd-division/country:us/state:oh/county:miami/place:union,,Union township,
ocd-division/country:us/state:oh/county:miami/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:monroe,39111,Monroe County,Monroe
ocd-division/country:us/state:oh/county:monroe/place:adams,,Adams township,
ocd-division/country:us/state:oh/county:monroe/place:benton,,Benton township,
ocd-division/country:us/state:oh/county:monroe/place:bethel,,Bethel township,
ocd-division/country:us/state:oh/county:monroe/place:center,,Center township,
ocd-division/country:us/state:oh/county:monroe/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:monroe/place:green,,Green township,
ocd-division/country:us/state:oh/county:monroe/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:monroe/place:lee,,Lee township,
ocd-division/country:us/state:oh/county:monroe/place:malaga,,Malaga township,
ocd-division/country:us/state:oh/county:monroe/place:ohio,,Ohio township,
ocd-division/country:us/state:oh/county:monroe/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:monroe/place:salem,,Salem township,
ocd-division/country:us/state:oh/county:monroe/place:seneca,,Seneca township,
ocd-division/country:us/state:oh/county:monroe/place:summit,,Summit township,
ocd-division/country:us/state:oh/county:monroe/place:sunsbury,,Sunsbury township,
ocd-division/country:us/state:oh/county:monroe/place:switzerland,,Switzerland township,
ocd-division/country:us/state:oh/county:monroe/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:monroe/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:montgomery,39113,Montgomery County,Montgomery
ocd-division/country:us/state:oh/county:montgomery/place:butler,,Butler township,
ocd-division/country:us/state:oh/county:montgomery/place:clay,,Clay township,
ocd-division/country:us/state:oh/county:montgomery/place:german,,German township,
ocd-division/country:us/state:oh/county:montgomery/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:montgomery/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:montgomery/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:montgomery/place:miami,,Miami township,
ocd-division/country:us/state:oh/county:montgomery/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:montgomery/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:morgan,39115,Morgan County,Morgan
ocd-division/country:us/state:oh/county:morgan/place:bloom,,Bloom township,
ocd-division/country:us/state:oh/county:morgan/place:bristol,,Bristol township,
ocd-division/country:us/state:oh/county:morgan/place:center,,Center township,
ocd-division/country:us/state:oh/county:morgan/place:deerfield,,Deerfield township,
ocd-division/country:us/state:oh/county:morgan/place:homer,,Homer township,
ocd-division/country:us/state:oh/county:morgan/place:malta,,Malta township,
ocd-division/country:us/state:oh/county:morgan/place:manchester,,Manchester township,
ocd-division/country:us/state:oh/county:morgan/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:morgan/place:meigsville,,Meigsville township,
ocd-division/country:us/state:oh/county:morgan/place:morgan,,Morgan township,
ocd-division/country:us/state:oh/county:morgan/place:penn,,Penn township,
ocd-division/country:us/state:oh/county:morgan/place:union,,Union township,
ocd-division/country:us/state:oh/county:morgan/place:windsor,,Windsor township,
ocd-division/country:us/state:oh/county:morgan/place:york,,York township,
ocd-division/country:us/state:oh/county:morrow,39117,Morrow County,Morrow
ocd-division/country:us/state:oh/county:morrow/place:bennington,,Bennington township,
ocd-division/country:us/state:oh/county:morrow/place:canaan,,Canaan township,
ocd-division/country:us/state:oh/county:morrow/place:cardington,,Cardington township,
ocd-division/country:us/state:oh/county:morrow/place:chester,,Chester township,
ocd-division/country:us/state:oh/county:morrow/place:congress,,Congress township,
ocd-division/country:us/state:oh/county:morrow/place:franklin,,Franklin township,
ocd-division/country:us/state:oh/county:morrow/place:gilead,,Gilead township,
ocd-division/country:us/state:oh/county:morrow/place:harmony,,Harmony township,
ocd-division/country:us/state:oh/county:morrow/place:lincoln,,Lincoln township,
ocd-division/country:us/state:oh/county:morrow/place:north_bloomfield,,North Bloomfield township,
ocd-division/country:us/state:oh/county:morrow/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:morrow/place:peru,,Peru township,
ocd-division/country:us/state:oh/county:morrow/place:south_bloomfield,,South Bloomfield township,
ocd-division/country:us/state:oh/county:morrow/place:troy,,Troy township,
ocd-division/country:us/state:oh/county:morrow/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:morrow/place:westfield,,Westfield township,
ocd-division/country:us/state:oh/county:muskingum,39119,Muskingum County,Muskingum
ocd-division/country:us/state:oh/county:muskingum/place:adams,,Adams township,
ocd-division/country:us/state:oh/county:muskingum/place:blue_rock,,Blue Rock township,
ocd-division/country:us/state:oh/county:muskingum/place:brush_creek,,Brush Creek township,
ocd-division/country:us/state:oh/county:muskingum/place:cass,,Cass township,
ocd-division/country:us/state:oh/county:muskingum/place:clay,,Clay township,
ocd-division/country:us/state:oh/county:muskingum/place:falls,,Falls township,
ocd-division/country:us/state:oh/county:muskingum/place:harrison,,Harrison township,
ocd-division/country:us/state:oh/county:muskingum/place:highland,,Highland township,
ocd-division/country:us/state:oh/county:muskingum/place:hopewell,,Hopewell township,
ocd-division/country:us/state:oh/county:muskingum/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:muskingum/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:muskingum/place:licking,,Licking township,
ocd-division/country:us/state:oh/county:muskingum/place:madison,,Madison township,
ocd-division/country:us/state:oh/county:muskingum/place:meigs,,Meigs township,
ocd-division/country:us/state:oh/county:muskingum/place:monroe,,Monroe township,
ocd-division/country:us/state:oh/county:muskingum/place:muskingum,,Muskingum township,
ocd-division/country:us/state:oh/county:muskingum/place:newton,,Newton township,
ocd-division/country:us/state:oh/county:muskingum/place:perry,,Perry township,
ocd-division/country:us/state:oh/county:muskingum/place:rich_hill,,Rich Hill township,
ocd-division/country:us/state:oh/county:muskingum/place:salem,,Salem township,
ocd-division/country:us/state:oh/county:muskingum/place:salt_creek,,Salt Creek township,
ocd-division/country:us/state:oh/county:muskingum/place:springfield,,Springfield township,
ocd-division/country:us/state:oh/county:muskingum/place:union,,Union township,
ocd-division/country:us/state:oh/county:muskingum/place:washington,,Washington township,
ocd-division/country:us/state:oh/county:muskingum/place:wayne,,Wayne township,
ocd-division/country:us/state:oh/county:noble,39121,Noble County,Noble
ocd-division/country:us/state:oh/county:noble/place:beaver,,Beaver township,
ocd-division/country:us/state:oh/county:noble/place:brookfield,,Brookfield township,
ocd-division/country:us/state:oh/county:noble/place:buffalo,,Buffalo township,
ocd-division/country:us/state:oh/county:noble/place:center,,Center township,
ocd-division/country:us/state:oh/county:noble/place:elk,,Elk township,
ocd-division/country:us/state:oh/county:noble/place:enoch,,Enoch township,
ocd-division/country:us/state:oh/county:noble/place:jackson,,Jackson township,
ocd-division/country:us/state:oh/county:noble/place:jefferson,,Jefferson township,
ocd-division/country:us/state:oh/county:noble/place:marion,,Marion township,
ocd-division/country:us/state:oh/county:noble/place:noble,,Noble township,
ocd-division/country:us/state:oh/county:noble/place:olive,,Olive township,
