ocd_id,fips,county
ocd-division/country:us/state:sd/county:aurora,3,Aurora
ocd-division/country:us/state:sd/county:beadle,5,Beadle
ocd-division/country:us/state:sd/county:bennett,7,Bennett
ocd-division/country:us/state:sd/county:bon_homme,9,Bon Homme
ocd-division/country:us/state:sd/county:brookings,11,Brookings
ocd-division/country:us/state:sd/county:brown,13,Brown
ocd-division/country:us/state:sd/county:brule,15,Brule
ocd-division/country:us/state:sd/county:buffalo,17,Buffalo
ocd-division/country:us/state:sd/county:butte,19,Butte
ocd-division/country:us/state:sd/county:campbell,21,Campbell
ocd-division/country:us/state:sd/county:charles_mix,23,Charles Mix
ocd-division/country:us/state:sd/county:clark,25,Clark
ocd-division/country:us/state:sd/county:clay,27,Clay
ocd-division/country:us/state:sd/county:codington,29,Codington
ocd-division/country:us/state:sd/county:corson,31,Corson
ocd-division/country:us/state:sd/county:custer,33,Custer
ocd-division/country:us/state:sd/county:davison,35,Davison
ocd-division/country:us/state:sd/county:day,37,Day
ocd-division/country:us/state:sd/county:deuel,39,Deuel
ocd-division/country:us/state:sd/county:dewey,41,Dewey
ocd-division/country:us/state:sd/county:douglas,43,Douglas
ocd-division/country:us/state:sd/county:edmunds,45,Edmunds
ocd-division/country:us/state:sd/county:fall river,47,Fall River
ocd-division/country:us/state:sd/county:faulk,49,Faulk
ocd-division/country:us/state:sd/county:grant,51,Grant
ocd-division/country:us/state:sd/county:gregory,53,Gregory
ocd-division/country:us/state:sd/county:haakon,55,Haakon
ocd-division/country:us/state:sd/county:hamlin,57,Hamlin
ocd-division/country:us/state:sd/county:hand,59,Hand
ocd-division/country:us/state:sd/county:hanson,61,Hanson
ocd-division/country:us/state:sd/county:harding,63,Harding
ocd-division/country:us/state:sd/county:hughes,65,Hughes
ocd-division/country:us/state:sd/county:hutchinson,67,Hutchinson
ocd-division/country:us/state:sd/county:hyde,69,Hyde
ocd-division/country:us/state:sd/county:jackson,71,Jackson
ocd-division/country:us/state:sd/county:jerauld,73,Jerauld
ocd-division/country:us/state:sd/county:jones,75,Jones
ocd-division/country:us/state:sd/county:kingsbury,77,Kingsbury
ocd-division/country:us/state:sd/county:lake,79,Lake
ocd-division/country:us/state:sd/county:lawrence,81,Lawrence
ocd-division/country:us/state:sd/county:lincoln,83,Lincoln
ocd-division/country:us/state:sd/county:lyman,85,Lyman
ocd-division/country:us/state:sd/county:mccook,91,McCook
ocd-division/country:us/state:sd/county:mcpherson,87,McPherson
ocd-division/country:us/state:sd/county:marshall,89,Marshall
ocd-division/country:us/state:sd/county:meade,93,Meade
ocd-division/country:us/state:sd/county:mellette,95,Mellette
ocd-division/country:us/state:sd/county:miner,97,Miner
ocd-division/country:us/state:sd/county:minnehaha,99,Minnehaha
ocd-division/country:us/state:sd/county:moody,101,Moody
ocd-division/country:us/state:sd/county:pennington,103,Pennington
ocd-division/country:us/state:sd/county:perkins,105,Perkins
ocd-division/country:us/state:sd/county:potter,107,Potter
ocd-division/country:us/state:sd/county:roberts,109,Roberts
ocd-division/country:us/state:sd/county:sanborn,111,Sanborn
ocd-division/country:us/state:sd/county:shannon,113,Shannon
ocd-division/country:us/state:sd/county:spink,115,Spink
ocd-division/country:us/state:sd/county:stanley,117,Stanley
ocd-division/country:us/state:sd/county:sully,119,Sully
ocd-division/country:us/state:sd/county:todd,121,Todd
ocd-division/country:us/state:sd/county:tripp,123,Tripp
ocd-division/country:us/state:sd/county:turner,125,Turner
ocd-division/country:us/state:sd/county:union,127,Union
ocd-division/country:us/state:sd/county:walworth,129,Walworth
ocd-division/country:us/state:sd/county:yankton,135,Yankton
ocd-division/country:us/state:sd/county:ziebach,137,Ziebach
