"date","office","district","race_type","party","special","url","raw_extracted_filename","reporting_level","jurisdiction"
2000-11-07,"House of Representatives",12,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec12.zip","spec122000c.txt","county",
2000-11-07,"House of Representatives",12,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec12.zip","spec12ctyjohnson.txt","precinct","Johnson"
2000-11-07,"House of Representatives",12,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec12.zip","spec12ctyloganco.txt","precinct","Logan"
2000-11-07,"House of Representatives",12,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec12.zip","spec12ctypopecou.txt","precinct","Pope"
2000-11-07,"House of Representatives",12,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec12.zip","spec12ctywashing.txt","precinct","Washington"
2000-11-07,"House of Representatives",12,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec12.zip","spec12ctyyellcou.txt","precinct","Yell"
2000-11-07,"House of Representatives",27,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec27.zip","spec272000c.txt","county",
2000-11-07,"House of Representatives",27,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec27.zip","spec27ctycrawfor.txt","precinct","Crawford"
2000-11-07,"House of Representatives",27,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec27.zip","spec27ctyfrankli.txt","precinct","Franklin"
2000-11-07,"House of Representatives",27,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec27.zip","spec27ctysebasti.txt","precinct","Sebastian"
2000-11-07,"House of Representatives",27,"general",,TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/2000spec27.zip","spec27ctywashing.txt","precinct","Washington"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Baxter County.txt","precinct","Baxter"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Benton County.txt","precinct","Benton"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Boone County.txt","precinct","Boone"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Carroll County.txt","precinct","Carroll"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Crawford County.txt","precinct","Crawford"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Franklin County.txt","precinct","Franklin"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Johnson County.txt","precinct","Johnson"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Logan County.txt","precinct","Logan"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Madison County.txt","precinct","Madison"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Marion County.txt","precinct","Marion"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Newton County.txt","precinct","Newton"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Polk County.txt","precinct","Polk"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Pope County.txt","precinct","Pope"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","primary23.txt","county",
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Scott County.txt","precinct","Scott"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Sebastian County.txt","precinct","Sebastian"
2001-09-25,"U.S. House of Representatives",3,"primary","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-dem.zip","Washington County.txt","precinct","Washington"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Baxter County.txt","precinct","Baxter"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Benton County.txt","precinct","Benton"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Boone County.txt","precinct","Boone"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Carroll County.txt","precinct","Carroll"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Crawford County.txt","precinct","Crawford"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Franklin County.txt","precinct","Franklin"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Johnson County.txt","precinct","Johnson"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Logan County.txt","precinct","Logan"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Madison County.txt","precinct","Madison"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Marion County.txt","precinct","Marion"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Newton County.txt","precinct","Newton"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Polk County.txt","precinct","Polk"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Pope County.txt","precinct","Pope"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Scott County.txt","precinct","Scott"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Sebastian County.txt","precinct","Sebastian"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","Washington County.txt","precinct","Washington"
2001-09-25,"U.S. House of Representatives",3,"primary","Republican",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/primary23-rep.zip","primary23.txt","county",
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Baxter County.txt","precinct","Baxter"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Benton County.txt","precinct","Benton"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Boone County.txt","precinct","Boone"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Carroll County.txt","precinct","Carroll"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Crawford County.txt","precinct","Crawford"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Franklin County.txt","precinct","Franklin"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Johnson County.txt","precinct","Johnson"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Logan County.txt","precinct","Logan"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Madison County.txt","precinct","Madison"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Marion County.txt","precinct","Marion"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Newton County.txt","precinct","Newton"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Polk County.txt","precinct","Polk"
2001-10-16,"U.S. House of Representatives",3,"primary-runoff","Democrat",TRUE,"http://www.sos.arkansas.gov/elections/historicalElectionResults/Documents/runoff24-dem.zip","Pope County.txt","precinct","Pope"
