date,jurisdiction,precinct,office,district,race_type,party,special,url,path
2012-07-12,Nye,TRUE,,,primary,,,,20120712__nv__primary__nye__precinct.csv
2012-07-12,Pershing,TRUE,,,primary,,,,20120712__nv__primary__pershing__precinct.csv
2012-07-12,Storey,TRUE,,,primary,,,,20120712__nv__primary__storey__precinct.csv
2012-07-12,Washoe,TRUE,,,primary,,,,20120712__nv__primary__washoe__precinct.csv
2012-07-12,White Pine,TRUE,,,primary,,,,20120712__nv__primary__white_pine__precinct.csv
2011-09-13,Carson City,,,,general,,TRUE,,20110913__nv__special__general__carson_city.csv
2011-09-13,Churchill,,,,general,,TRUE,,20110913__nv__special__general__churchill.csv
2011-09-13,Clark,,,,general,,TRUE,,20110913__nv__special__general__clark.csv
2011-09-13,Douglas,,,,general,,TRUE,,20110913__nv__special__general__douglas.csv
2011-09-13,Elko,,,,general,,TRUE,,20110913__nv__special__general__elko.csv
2011-09-13,Esmeralda,,,,general,,TRUE,,20110913__nv__special__general__esmeralda.csv
2011-09-13,Eureka,,,,general,,TRUE,,20110913__nv__special__general__eureka.csv
2011-09-13,Humboldt,,,,general,,TRUE,,20110913__nv__special__general__humboldt.csv
2011-09-13,Lander,,,,general,,TRUE,,20110913__nv__special__general__lander.csv
2011-09-13,Lincoln,,,,general,,TRUE,,20110913__nv__special__general__lincoln.csv
2011-09-13,Lyon,,,,general,,TRUE,,20110913__nv__special__general__lyon.csv
2011-09-13,Mineral,,,,general,,TRUE,,20110913__nv__special__general__mineral.csv
2011-09-13,Nye,,,,general,,TRUE,,20110913__nv__special__general__nye.csv
2011-09-13,Pershing,,,,general,,TRUE,,20110913__nv__special__general__pershing.csv
2011-09-13,Storey,,,,general,,TRUE,,20110913__nv__special__general__storey.csv
2011-09-13,Washoe,,,,general,,TRUE,,20110913__nv__special__general__washoe.csv
2011-09-13,White Pine,,,,general,,TRUE,,20110913__nv__special__general__white_pine.csv
2011-09-13,Carson City,TRUE,,,general,,TRUE,,20110913__nv__special__general__carson_city__precinct.csv
2011-09-13,Churchill,TRUE,,,general,,TRUE,,20110913__nv__special__general__churchill__precinct.csv
2011-09-13,Clark,TRUE,,,general,,TRUE,,20110913__nv__special__general__clark__precinct.csv
2011-09-13,Douglas,TRUE,,,general,,TRUE,,20110913__nv__special__general__douglas__precinct.csv
2011-09-13,Elko,TRUE,,,general,,TRUE,,20110913__nv__special__general__elko__precinct.csv
2011-09-13,Esmeralda,TRUE,,,general,,TRUE,,20110913__nv__special__general__esmeralda__precinct.csv
2011-09-13,Eureka,TRUE,,,general,,TRUE,,20110913__nv__special__general__eureka__precinct.csv
2011-09-13,Humboldt,TRUE,,,general,,TRUE,,20110913__nv__special__general__humboldt__precinct.csv
2011-09-13,Lander,TRUE,,,general,,TRUE,,20110913__nv__special__general__lander__precinct.csv
2011-09-13,Lincoln,TRUE,,,general,,TRUE,,20110913__nv__special__general__lincoln__precinct.csv
2011-09-13,Lyon,TRUE,,,general,,TRUE,,20110913__nv__special__general__lyon__precinct.csv
2011-09-13,Mineral,TRUE,,,general,,TRUE,,20110913__nv__special__general__mineral__precinct.csv
2011-09-13,Nye,TRUE,,,general,,TRUE,,20110913__nv__special__general__nye__precinct.csv
2011-09-13,Pershing,TRUE,,,general,,TRUE,,20110913__nv__special__general__pershing__precinct.csv
2011-09-13,Storey,TRUE,,,general,,TRUE,,20110913__nv__special__general__storey__precinct.csv
2011-09-13,Washoe,TRUE,,,general,,TRUE,,20110913__nv__special__general__washoe__precinct.csv
2011-09-13,White Pine,TRUE,,,general,,TRUE,,20110913__nv__special__general__white_pine__precinct.csv
2010-11-02,Carson City,,,,general,,,,20101102__nv__general__carson_city.csv
2010-11-02,Churchill,,,,general,,,,20101102__nv__general__churchill.csv
2010-11-02,Clark,,,,general,,,,20101102__nv__general__clark.csv
2010-11-02,Douglas,,,,general,,,,20101102__nv__general__douglas.csv
2010-11-02,Elko,,,,general,,,,20101102__nv__general__elko.csv
2010-11-02,Esmeralda,,,,general,,,,20101102__nv__general__esmeralda.csv
2010-11-02,Eureka,,,,general,,,,20101102__nv__general__eureka.csv
2010-11-02,Humboldt,,,,general,,,,20101102__nv__general__humboldt.csv
2010-11-02,Lander,,,,general,,,,20101102__nv__general__lander.csv
2010-11-02,Lincoln,,,,general,,,,20101102__nv__general__lincoln.csv
2010-11-02,Lyon,,,,general,,,,20101102__nv__general__lyon.csv
2010-11-02,Mineral,,,,general,,,,20101102__nv__general__mineral.csv
2010-11-02,Nye,,,,general,,,,20101102__nv__general__nye.csv
2010-11-02,Pershing,,,,general,,,,20101102__nv__general__pershing.csv
2010-11-02,Storey,,,,general,,,,20101102__nv__general__storey.csv
2010-11-02,Washoe,,,,general,,,,20101102__nv__general__washoe.csv
2010-11-02,White Pine,,,,general,,,,20101102__nv__general__white_pine.csv
2010-11-02,Carson City,TRUE,,,general,,,,20101102__nv__general__carson_city__precinct.csv
2010-11-02,Churchill,TRUE,,,general,,,,20101102__nv__general__churchill__precinct.csv
2010-11-02,Clark,TRUE,,,general,,,,20101102__nv__general__clark__precinct.csv
2010-11-02,Douglas,TRUE,,,general,,,,20101102__nv__general__douglas__precinct.csv
2010-11-02,Elko,TRUE,,,general,,,,20101102__nv__general__elko__precinct.csv
2010-11-02,Esmeralda,TRUE,,,general,,,,20101102__nv__general__esmeralda__precinct.csv
2010-11-02,Eureka,TRUE,,,general,,,,20101102__nv__general__eureka__precinct.csv
2010-11-02,Humboldt,TRUE,,,general,,,,20101102__nv__general__humboldt__precinct.csv
2010-11-02,Lander,TRUE,,,general,,,,20101102__nv__general__lander__precinct.csv
2010-11-02,Lincoln,TRUE,,,general,,,,20101102__nv__general__lincoln__precinct.csv
2010-11-02,Lyon,TRUE,,,general,,,,20101102__nv__general__lyon__precinct.csv
2010-11-02,Mineral,TRUE,,,general,,,,20101102__nv__general__mineral__precinct.csv
2010-11-02,Nye,TRUE,,,general,,,,20101102__nv__general__nye__precinct.csv
2010-11-02,Pershing,TRUE,,,general,,,,20101102__nv__general__pershing__precinct.csv
2010-11-02,Storey,TRUE,,,general,,,,20101102__nv__general__storey__precinct.csv
2010-11-02,Washoe,TRUE,,,general,,,,20101102__nv__general__washoe__precinct.csv
2010-11-02,White Pine,TRUE,,,general,,,,20101102__nv__general__white_pine__precinct.csv
2010-06-08,Carson City,,,,primary,,,,20100608__nv__primary__carson_city.csv
2010-06-08,Churchill,,,,primary,,,,20100608__nv__primary__churchill.csv
2010-06-08,Clark,,,,primary,,,,20100608__nv__primary__clark.csv
2010-06-08,Douglas,,,,primary,,,,20100608__nv__primary__douglas.csv
2010-06-08,Elko,,,,primary,,,,20100608__nv__primary__elko.csv
2010-06-08,Esmeralda,,,,primary,,,,20100608__nv__primary__esmeralda.csv
2010-06-08,Eureka,,,,primary,,,,20100608__nv__primary__eureka.csv
2010-06-08,Humboldt,,,,primary,,,,20100608__nv__primary__humboldt.csv
2010-06-08,Lander,,,,primary,,,,20100608__nv__primary__lander.csv
2010-06-08,Lincoln,,,,primary,,,,20100608__nv__primary__lincoln.csv
2010-06-08,Lyon,,,,primary,,,,20100608__nv__primary__lyon.csv
2010-06-08,Mineral,,,,primary,,,,20100608__nv__primary__mineral.csv
2010-06-08,Nye,,,,primary,,,,20100608__nv__primary__nye.csv
2010-06-08,Pershing,,,,primary,,,,20100608__nv__primary__pershing.csv
2010-06-08,Storey,,,,primary,,,,20100608__nv__primary__storey.csv
2010-06-08,Washoe,,,,primary,,,,20100608__nv__primary__washoe.csv
2010-06-08,White Pine,,,,primary,,,,20100608__nv__primary__white_pine.csv
2010-06-08,Carson City,TRUE,,,primary,,,,20100608__nv__primary__carson_city__precinct.csv
2010-06-08,Churchill,TRUE,,,primary,,,,20100608__nv__primary__churchill__precinct.csv
2010-06-08,Clark,TRUE,,,primary,,,,20100608__nv__primary__clark__precinct.csv
2010-06-08,Douglas,TRUE,,,primary,,,,20100608__nv__primary__douglas__precinct.csv
2010-06-08,Elko,TRUE,,,primary,,,,20100608__nv__primary__elko__precinct.csv
2010-06-08,Esmeralda,TRUE,,,primary,,,,20100608__nv__primary__esmeralda__precinct.csv
2010-06-08,Eureka,TRUE,,,primary,,,,20100608__nv__primary__eureka__precinct.csv
2010-06-08,Humboldt,TRUE,,,primary,,,,20100608__nv__primary__humboldt__precinct.csv
2010-06-08,Lander,TRUE,,,primary,,,,20100608__nv__primary__lander__precinct.csv
2010-06-08,Lincoln,TRUE,,,primary,,,,20100608__nv__primary__lincoln__precinct.csv
2010-06-08,Lyon,TRUE,,,primary,,,,20100608__nv__primary__lyon__precinct.csv
2010-06-08,Mineral,TRUE,,,primary,,,,20100608__nv__primary__mineral__precinct.csv
2010-06-08,Nye,TRUE,,,primary,,,,20100608__nv__primary__nye__precinct.csv
2010-06-08,Pershing,TRUE,,,primary,,,,20100608__nv__primary__pershing__precinct.csv
2010-06-08,Storey,TRUE,,,primary,,,,20100608__nv__primary__storey__precinct.csv
2010-06-08,Washoe,TRUE,,,primary,,,,20100608__nv__primary__washoe__precinct.csv
2010-06-08,White Pine,TRUE,,,primary,,,,20100608__nv__primary__white_pine__precinct.csv
2008-11-04,Carson City,,,,general,,,,20081104__nv__general__carson_city.csv
2008-11-04,Churchill,,,,general,,,,20081104__nv__general__churchill.csv
2008-11-04,Clark,,,,general,,,,20081104__nv__general__clark.csv
2008-11-04,Douglas,,,,general,,,,20081104__nv__general__douglas.csv
2008-11-04,Elko,,,,general,,,,20081104__nv__general__elko.csv
2008-11-04,Esmeralda,,,,general,,,,20081104__nv__general__esmeralda.csv
2008-11-04,Eureka,,,,general,,,,20081104__nv__general__eureka.csv
2008-11-04,Humboldt,,,,general,,,,20081104__nv__general__humboldt.csv
2008-11-04,Lander,,,,general,,,,20081104__nv__general__lander.csv
2008-11-04,Lincoln,,,,general,,,,20081104__nv__general__lincoln.csv
2008-11-04,Lyon,,,,general,,,,20081104__nv__general__lyon.csv
2008-11-04,Mineral,,,,general,,,,20081104__nv__general__mineral.csv
2008-11-04,Nye,,,,general,,,,20081104__nv__general__nye.csv
2008-11-04,Pershing,,,,general,,,,20081104__nv__general__pershing.csv
2008-11-04,Storey,,,,general,,,,20081104__nv__general__storey.csv
2008-11-04,Washoe,,,,general,,,,20081104__nv__general__washoe.csv
2008-11-04,White Pine,,,,general,,,,20081104__nv__general__white_pine.csv
2008-11-04,Carson City,TRUE,,,general,,,,20081104__nv__general__carson_city__precinct.csv
2008-11-04,Churchill,TRUE,,,general,,,,20081104__nv__general__churchill__precinct.csv
2008-11-04,Clark,TRUE,,,general,,,,20081104__nv__general__clark__precinct.csv
2008-11-04,Douglas,TRUE,,,general,,,,20081104__nv__general__douglas__precinct.csv
2008-11-04,Elko,TRUE,,,general,,,,20081104__nv__general__elko__precinct.csv
2008-11-04,Esmeralda,TRUE,,,general,,,,20081104__nv__general__esmeralda__precinct.csv
2008-11-04,Eureka,TRUE,,,general,,,,20081104__nv__general__eureka__precinct.csv
2008-11-04,Humboldt,TRUE,,,general,,,,20081104__nv__general__humboldt__precinct.csv
2008-11-04,Lander,TRUE,,,general,,,,20081104__nv__general__lander__precinct.csv
2008-11-04,Lincoln,TRUE,,,general,,,,20081104__nv__general__lincoln__precinct.csv
2008-11-04,Lyon,TRUE,,,general,,,,20081104__nv__general__lyon__precinct.csv
2008-11-04,Mineral,TRUE,,,general,,,,20081104__nv__general__mineral__precinct.csv
2008-11-04,Nye,TRUE,,,general,,,,20081104__nv__general__nye__precinct.csv
2008-11-04,Pershing,TRUE,,,general,,,,20081104__nv__general__pershing__precinct.csv
2008-11-04,Storey,TRUE,,,general,,,,20081104__nv__general__storey__precinct.csv
2008-11-04,Washoe,TRUE,,,general,,,,20081104__nv__general__washoe__precinct.csv
2008-11-04,White Pine,TRUE,,,general,,,,20081104__nv__general__white_pine__precinct.csv
2008-08-12,Carson City,,,,primary,,,,20080812__nv__primary__carson_city.csv
2008-08-12,Churchill,,,,primary,,,,20080812__nv__primary__churchill.csv
2008-08-12,Clark,,,,primary,,,,20080812__nv__primary__clark.csv
2008-08-12,Douglas,,,,primary,,,,20080812__nv__primary__douglas.csv
2008-08-12,Elko,,,,primary,,,,20080812__nv__primary__elko.csv
2008-08-12,Esmeralda,,,,primary,,,,20080812__nv__primary__esmeralda.csv
2008-08-12,Eureka,,,,primary,,,,20080812__nv__primary__eureka.csv
2008-08-12,Humboldt,,,,primary,,,,20080812__nv__primary__humboldt.csv
2008-08-12,Lander,,,,primary,,,,20080812__nv__primary__lander.csv
2008-08-12,Lincoln,,,,primary,,,,20080812__nv__primary__lincoln.csv
2008-08-12,Lyon,,,,primary,,,,20080812__nv__primary__lyon.csv
2008-08-12,Mineral,,,,primary,,,,20080812__nv__primary__mineral.csv
2008-08-12,Nye,,,,primary,,,,20080812__nv__primary__nye.csv
2008-08-12,Pershing,,,,primary,,,,20080812__nv__primary__pershing.csv
2008-08-12,Storey,,,,primary,,,,20080812__nv__primary__storey.csv
2008-08-12,Washoe,,,,primary,,,,20080812__nv__primary__washoe.csv
2008-08-12,White Pine,,,,primary,,,,20080812__nv__primary__white_pine.csv
2008-08-12,Carson City,TRUE,,,primary,,,,20080812__nv__primary__carson_city__precinct.csv
2008-08-12,Churchill,TRUE,,,primary,,,,20080812__nv__primary__churchill__precinct.csv
2008-08-12,Clark,TRUE,,,primary,,,,20080812__nv__primary__clark__precinct.csv
2008-08-12,Douglas,TRUE,,,primary,,,,20080812__nv__primary__douglas__precinct.csv
2008-08-12,Elko,TRUE,,,primary,,,,20080812__nv__primary__elko__precinct.csv
2008-08-12,Esmeralda,TRUE,,,primary,,,,20080812__nv__primary__esmeralda__precinct.csv
2008-08-12,Eureka,TRUE,,,primary,,,,20080812__nv__primary__eureka__precinct.csv
2008-08-12,Humboldt,TRUE,,,primary,,,,20080812__nv__primary__humboldt__precinct.csv
2008-08-12,Lander,TRUE,,,primary,,,,20080812__nv__primary__lander__precinct.csv
2008-08-12,Lincoln,TRUE,,,primary,,,,20080812__nv__primary__lincoln__precinct.csv
2008-08-12,Lyon,TRUE,,,primary,,,,20080812__nv__primary__lyon__precinct.csv
2008-08-12,Mineral,TRUE,,,primary,,,,20080812__nv__primary__mineral__precinct.csv
2008-08-12,Nye,TRUE,,,primary,,,,20080812__nv__primary__nye__precinct.csv
2008-08-12,Pershing,TRUE,,,primary,,,,20080812__nv__primary__pershing__precinct.csv
2008-08-12,Storey,TRUE,,,primary,,,,20080812__nv__primary__storey__precinct.csv
2008-08-12,Washoe,TRUE,,,primary,,,,20080812__nv__primary__washoe__precinct.csv
2008-08-12,White Pine,TRUE,,,primary,,,,20080812__nv__primary__white_pine__precinct.csv
2006-11-07,Carson City,,,,general,,,,20061107__nv__general__carson_city.csv
2006-11-07,Churchill,,,,general,,,,20061107__nv__general__churchill.csv
2006-11-07,Clark,,,,general,,,,20061107__nv__general__clark.csv
2006-11-07,Douglas,,,,general,,,,20061107__nv__general__douglas.csv
2006-11-07,Elko,,,,general,,,,20061107__nv__general__elko.csv
2006-11-07,Esmeralda,,,,general,,,,20061107__nv__general__esmeralda.csv
2006-11-07,Eureka,,,,general,,,,20061107__nv__general__eureka.csv
2006-11-07,Humboldt,,,,general,,,,20061107__nv__general__humboldt.csv
2006-11-07,Lander,,,,general,,,,20061107__nv__general__lander.csv
2006-11-07,Lincoln,,,,general,,,,20061107__nv__general__lincoln.csv
2006-11-07,Lyon,,,,general,,,,20061107__nv__general__lyon.csv
2006-11-07,Mineral,,,,general,,,,20061107__nv__general__mineral.csv
2006-11-07,Nye,,,,general,,,,20061107__nv__general__nye.csv
2006-11-07,Pershing,,,,general,,,,20061107__nv__general__pershing.csv
2006-11-07,Storey,,,,general,,,,20061107__nv__general__storey.csv
2006-11-07,Washoe,,,,general,,,,20061107__nv__general__washoe.csv
2006-11-07,White Pine,,,,general,,,,20061107__nv__general__white_pine.csv
2006-11-07,Carson City,TRUE,,,general,,,,20061107__nv__general__carson_city__precinct.csv
2006-11-07,Churchill,TRUE,,,general,,,,20061107__nv__general__churchill__precinct.csv
2006-11-07,Clark,TRUE,,,general,,,,20061107__nv__general__clark__precinct.csv
2006-11-07,Douglas,TRUE,,,general,,,,20061107__nv__general__douglas__precinct.csv
2006-11-07,Elko,TRUE,,,general,,,,20061107__nv__general__elko__precinct.csv
2006-11-07,Esmeralda,TRUE,,,general,,,,20061107__nv__general__esmeralda__precinct.csv
2006-11-07,Eureka,TRUE,,,general,,,,20061107__nv__general__eureka__precinct.csv
2006-11-07,Humboldt,TRUE,,,general,,,,20061107__nv__general__humboldt__precinct.csv
2006-11-07,Lander,TRUE,,,general,,,,20061107__nv__general__lander__precinct.csv
2006-11-07,Lincoln,TRUE,,,general,,,,20061107__nv__general__lincoln__precinct.csv
2006-11-07,Lyon,TRUE,,,general,,,,20061107__nv__general__lyon__precinct.csv
2006-11-07,Mineral,TRUE,,,general,,,,20061107__nv__general__mineral__precinct.csv
2006-11-07,Nye,TRUE,,,general,,,,20061107__nv__general__nye__precinct.csv
2006-11-07,Pershing,TRUE,,,general,,,,20061107__nv__general__pershing__precinct.csv
2006-11-07,Storey,TRUE,,,general,,,,20061107__nv__general__storey__precinct.csv
2006-11-07,Washoe,TRUE,,,general,,,,20061107__nv__general__washoe__precinct.csv
2006-11-07,White Pine,TRUE,,,general,,,,20061107__nv__general__white_pine__precinct.csv
2006-08-15,Carson City,,,,primary,,,,20060815__nv__primary__carson_city.csv
2006-08-15,Churchill,,,,primary,,,,20060815__nv__primary__churchill.csv
2006-08-15,Clark,,,,primary,,,,20060815__nv__primary__clark.csv
2006-08-15,Douglas,,,,primary,,,,20060815__nv__primary__douglas.csv
2006-08-15,Elko,,,,primary,,,,20060815__nv__primary__elko.csv
2006-08-15,Esmeralda,,,,primary,,,,20060815__nv__primary__esmeralda.csv
2006-08-15,Eureka,,,,primary,,,,20060815__nv__primary__eureka.csv
2006-08-15,Humboldt,,,,primary,,,,20060815__nv__primary__humboldt.csv
2006-08-15,Lander,,,,primary,,,,20060815__nv__primary__lander.csv
2006-08-15,Lincoln,,,,primary,,,,20060815__nv__primary__lincoln.csv
2006-08-15,Lyon,,,,primary,,,,20060815__nv__primary__lyon.csv
2006-08-15,Mineral,,,,primary,,,,20060815__nv__primary__mineral.csv
2006-08-15,Nye,,,,primary,,,,20060815__nv__primary__nye.csv
2006-08-15,Pershing,,,,primary,,,,20060815__nv__primary__pershing.csv
2006-08-15,Storey,,,,primary,,,,20060815__nv__primary__storey.csv
2006-08-15,Washoe,,,,primary,,,,20060815__nv__primary__washoe.csv
2006-08-15,White Pine,,,,primary,,,,20060815__nv__primary__white_pine.csv
2006-08-15,Carson City,TRUE,,,primary,,,,20060815__nv__primary__carson_city__precinct.csv
2006-08-15,Churchill,TRUE,,,primary,,,,20060815__nv__primary__churchill__precinct.csv
2006-08-15,Clark,TRUE,,,primary,,,,20060815__nv__primary__clark__precinct.csv
2006-08-15,Douglas,TRUE,,,primary,,,,20060815__nv__primary__douglas__precinct.csv
2006-08-15,Elko,TRUE,,,primary,,,,20060815__nv__primary__elko__precinct.csv
2006-08-15,Esmeralda,TRUE,,,primary,,,,20060815__nv__primary__esmeralda__precinct.csv
2006-08-15,Eureka,TRUE,,,primary,,,,20060815__nv__primary__eureka__precinct.csv
2006-08-15,Humboldt,TRUE,,,primary,,,,20060815__nv__primary__humboldt__precinct.csv
2006-08-15,Lander,TRUE,,,primary,,,,20060815__nv__primary__lander__precinct.csv
2006-08-15,Lincoln,TRUE,,,primary,,,,20060815__nv__primary__lincoln__precinct.csv
2006-08-15,Lyon,TRUE,,,primary,,,,20060815__nv__primary__lyon__precinct.csv
2006-08-15,Mineral,TRUE,,,primary,,,,20060815__nv__primary__mineral__precinct.csv
2006-08-15,Nye,TRUE,,,primary,,,,20060815__nv__primary__nye__precinct.csv
2006-08-15,Pershing,TRUE,,,primary,,,,20060815__nv__primary__pershing__precinct.csv
2006-08-15,Storey,TRUE,,,primary,,,,20060815__nv__primary__storey__precinct.csv
2006-08-15,Washoe,TRUE,,,primary,,,,20060815__nv__primary__washoe__precinct.csv
2006-08-15,White Pine,TRUE,,,primary,,,,20060815__nv__primary__white_pine__precinct.csv
2004-11-02,Carson City,,,,general,,,,20041102__nv__general__carson_city.csv
2004-11-02,Churchill,,,,general,,,,20041102__nv__general__churchill.csv
2004-11-02,Clark,,,,general,,,,20041102__nv__general__clark.csv
2004-11-02,Douglas,,,,general,,,,20041102__nv__general__douglas.csv
2004-11-02,Elko,,,,general,,,,20041102__nv__general__elko.csv
2004-11-02,Esmeralda,,,,general,,,,20041102__nv__general__esmeralda.csv
2004-11-02,Eureka,,,,general,,,,20041102__nv__general__eureka.csv
2004-11-02,Humboldt,,,,general,,,,20041102__nv__general__humboldt.csv
2004-11-02,Lander,,,,general,,,,20041102__nv__general__lander.csv
2004-11-02,Lincoln,,,,general,,,,20041102__nv__general__lincoln.csv
2004-11-02,Lyon,,,,general,,,,20041102__nv__general__lyon.csv
2004-11-02,Mineral,,,,general,,,,20041102__nv__general__mineral.csv
2004-11-02,Nye,,,,general,,,,20041102__nv__general__nye.csv
2004-11-02,Pershing,,,,general,,,,20041102__nv__general__pershing.csv
2004-11-02,Storey,,,,general,,,,20041102__nv__general__storey.csv
2004-11-02,Washoe,,,,general,,,,20041102__nv__general__washoe.csv
2004-11-02,White Pine,,,,general,,,,20041102__nv__general__white_pine.csv
2004-11-02,Carson City,TRUE,,,general,,,,20041102__nv__general__carson_city__precinct.csv
2004-11-02,Churchill,TRUE,,,general,,,,20041102__nv__general__churchill__precinct.csv
2004-11-02,Clark,TRUE,,,general,,,,20041102__nv__general__clark__precinct.csv
2004-11-02,Douglas,TRUE,,,general,,,,20041102__nv__general__douglas__precinct.csv
2004-11-02,Elko,TRUE,,,general,,,,20041102__nv__general__elko__precinct.csv
2004-11-02,Esmeralda,TRUE,,,general,,,,20041102__nv__general__esmeralda__precinct.csv
2004-11-02,Eureka,TRUE,,,general,,,,20041102__nv__general__eureka__precinct.csv
2004-11-02,Humboldt,TRUE,,,general,,,,20041102__nv__general__humboldt__precinct.csv
