county,fips,ocd_id
Adams,1,ocd-division/country:us/state:ms/county:adams
Alcorn,3,ocd-division/country:us/state:ms/county:alcorn
Amite,5,ocd-division/country:us/state:ms/county:amite
Attala,7,ocd-division/country:us/state:ms/county:attala
Benton,9,ocd-division/country:us/state:ms/county:benton
Bolivar,11,ocd-division/country:us/state:ms/county:bolivar
Calhoun,13,ocd-division/country:us/state:ms/county:calhoun
Carroll,15,ocd-division/country:us/state:ms/county:carroll
Chickasaw,17,ocd-division/country:us/state:ms/county:chickasaw
Choctaw,19,ocd-division/country:us/state:ms/county:choctaw
Claiborne,21,ocd-division/country:us/state:ms/county:claiborne
Clarke,23,ocd-division/country:us/state:ms/county:clarke
Clay,25,ocd-division/country:us/state:ms/county:clay
Coahoma,27,ocd-division/country:us/state:ms/county:coahoma
Copiah,29,ocd-division/country:us/state:ms/county:copiah
Covington,31,ocd-division/country:us/state:ms/county:covington
De Soto,33,ocd-division/country:us/state:ms/county:de soto
Forrest,35,ocd-division/country:us/state:ms/county:forrest
Franklin,37,ocd-division/country:us/state:ms/county:franklin
George,39,ocd-division/country:us/state:ms/county:george
Greene,41,ocd-division/country:us/state:ms/county:greene
Grenada,43,ocd-division/country:us/state:ms/county:grenada
Hancock,45,ocd-division/country:us/state:ms/county:hancock
Harrison,47,ocd-division/country:us/state:ms/county:harrison
Hinds,49,ocd-division/country:us/state:ms/county:hinds
Holmes,51,ocd-division/country:us/state:ms/county:holmes
Humphreys,53,ocd-division/country:us/state:ms/county:humphreys
Issaquena,55,ocd-division/country:us/state:ms/county:issaquena
Itawamba,57,ocd-division/country:us/state:ms/county:itawamba
Jackson,59,ocd-division/country:us/state:ms/county:jackson
Jasper,61,ocd-division/country:us/state:ms/county:jasper
Jefferson,63,ocd-division/country:us/state:ms/county:jefferson
Jefferson Davis,65,ocd-division/country:us/state:ms/county:jefferson_davis
Jones,67,ocd-division/country:us/state:ms/county:jones
Kemper,69,ocd-division/country:us/state:ms/county:kemper
Lafayette,71,ocd-division/country:us/state:ms/county:lafayette
Lamar,73,ocd-division/country:us/state:ms/county:lamar
Lauderdale,75,ocd-division/country:us/state:ms/county:lauderdale
Lawrence,77,ocd-division/country:us/state:ms/county:lawrence
Leake,79,ocd-division/country:us/state:ms/county:leake
Lee,81,ocd-division/country:us/state:ms/county:lee
Leflore,83,ocd-division/country:us/state:ms/county:leflore
Lincoln,85,ocd-division/country:us/state:ms/county:lincoln
Lowndes,87,ocd-division/country:us/state:ms/county:lowndes
Madison,89,ocd-division/country:us/state:ms/county:madison
Marion,91,ocd-division/country:us/state:ms/county:marion
Marshall,93,ocd-division/country:us/state:ms/county:marshall
Monroe,95,ocd-division/country:us/state:ms/county:monroe
Montgomery,97,ocd-division/country:us/state:ms/county:montgomery
Neshoba,99,ocd-division/country:us/state:ms/county:neshoba
Newton,101,ocd-division/country:us/state:ms/county:newton
Noxubee,103,ocd-division/country:us/state:ms/county:noxubee
Oktibbeha,105,ocd-division/country:us/state:ms/county:oktibbeha
Panola,107,ocd-division/country:us/state:ms/county:panola
Pearl River,109,ocd-division/country:us/state:ms/county:pearl river
Perry,111,ocd-division/country:us/state:ms/county:perry
Pike,113,ocd-division/country:us/state:ms/county:pike
Pontotoc,115,ocd-division/country:us/state:ms/county:pontotoc
Prentiss,117,ocd-division/country:us/state:ms/county:prentiss
Quitman,119,ocd-division/country:us/state:ms/county:quitman
Rankin,121,ocd-division/country:us/state:ms/county:rankin
Scott,123,ocd-division/country:us/state:ms/county:scott
Sharkey,125,ocd-division/country:us/state:ms/county:sharkey
Simpson,127,ocd-division/country:us/state:ms/county:simpson
Smith,129,ocd-division/country:us/state:ms/county:smith
Stone,131,ocd-division/country:us/state:ms/county:stone
Sunflower,133,ocd-division/country:us/state:ms/county:sunflower
Tallahatchie,135,ocd-division/country:us/state:ms/county:tallahatchie
Tate,137,ocd-division/country:us/state:ms/county:tate
Tippah,139,ocd-division/country:us/state:ms/county:tippah
Tishomingo,141,ocd-division/country:us/state:ms/county:tishomingo
Tunica,143,ocd-division/country:us/state:ms/county:tunica
Union,145,ocd-division/country:us/state:ms/county:union
Walthall,147,ocd-division/country:us/state:ms/county:walthall
Warren,149,ocd-division/country:us/state:ms/county:warren
Washington,151,ocd-division/country:us/state:ms/county:washington
Wayne,153,ocd-division/country:us/state:ms/county:wayne
Webster,155,ocd-division/country:us/state:ms/county:webster
Wilkinson,157,ocd-division/country:us/state:ms/county:wilkinson
Winston,159,ocd-division/country:us/state:ms/county:winston
Yalobusha,161,ocd-division/country:us/state:ms/county:yalobusha
Yazoo,163,ocd-division/country:us/state:ms/county:yazoo
