date,race_type,county,office,district,party,special,url,path
11/2/10,general,Appling,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/001.pdf,
11/2/10,general,Atkinson,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/002.pdf,
11/2/10,general,Bacon,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/003.pdf,
11/2/10,general,Baker,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/004.pdf,
11/2/10,general,Baldwin,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/005.pdf,
11/2/10,general,Banks,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/006.pdf,
11/2/10,general,Barrow,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/007.pdf,
11/2/10,general,Bartow,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/008.pdf,
11/2/10,general,Ben Hill,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/009.pdf,
11/2/10,general,Berrien,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/010.pdf,
11/2/10,general,Bibb,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/011.pdf,
11/2/10,general,Bleckley,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/012.pdf,
11/2/10,general,Brantley,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/013.pdf,
11/2/10,general,Brooks,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/014.pdf,
11/2/10,general,Bryan,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/015.pdf,
11/2/10,general,Bulloch,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/016.pdf,
11/2/10,general,Burke,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/017.pdf,
11/2/10,general,Butts,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/018.pdf,
11/2/10,general,Calhoun,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/019.pdf,
11/2/10,general,Camden,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/020.pdf,
11/2/10,general,Candler,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/021.pdf,
11/2/10,general,Carroll,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/022.pdf,
11/2/10,general,Catoosa,,,,,http://sos.ga.gov/elections/election_results/SOVCReports/2010_1102/023.pdf,
