county,fips,ocd_id
Gilmer,123,ocd-division/country:us/state:nc/county:gilmer
Glascock,125,ocd-division/country:us/state:nc/county:glascock
Glynn,127,ocd-division/country:us/state:nc/county:glynn
Gordon,129,ocd-division/country:us/state:nc/county:gordon
Grady,131,ocd-division/country:us/state:nc/county:grady
Greene,133,ocd-division/country:us/state:nc/county:greene
Gwinnett,135,ocd-division/country:us/state:nc/county:gwinnett
Habersham,137,ocd-division/country:us/state:nc/county:habersham
Hall,139,ocd-division/country:us/state:nc/county:hall
Hancock,141,ocd-division/country:us/state:nc/county:hancock
Haralson,143,ocd-division/country:us/state:nc/county:haralson
Harris,145,ocd-division/country:us/state:nc/county:harris
Hart,147,ocd-division/country:us/state:nc/county:hart
Heard,149,ocd-division/country:us/state:nc/county:heard
Henry,151,ocd-division/country:us/state:nc/county:henry
Houston,153,ocd-division/country:us/state:nc/county:houston
Irwin,155,ocd-division/country:us/state:nc/county:irwin
Jackson,157,ocd-division/country:us/state:nc/county:jackson
Jasper,159,ocd-division/country:us/state:nc/county:jasper
Jeff Davis,161,ocd-division/country:us/state:nc/county:jeff_davis
Jefferson,163,ocd-division/country:us/state:nc/county:jefferson
Jenkins,165,ocd-division/country:us/state:nc/county:jenkins
Johnson,167,ocd-division/country:us/state:nc/county:johnson
Jones,169,ocd-division/country:us/state:nc/county:jones
Lamar,171,ocd-division/country:us/state:nc/county:lamar
Lanier,173,ocd-division/country:us/state:nc/county:lanier
Laurens,175,ocd-division/country:us/state:nc/county:laurens
Lee,177,ocd-division/country:us/state:nc/county:lee
Liberty,179,ocd-division/country:us/state:nc/county:liberty
Lincoln,181,ocd-division/country:us/state:nc/county:lincoln
Long,183,ocd-division/country:us/state:nc/county:long
Lowndes,185,ocd-division/country:us/state:nc/county:lowndes
Lumpkin,187,ocd-division/country:us/state:nc/county:lumpkin
Macon,193,ocd-division/country:us/state:nc/county:macon
Madison,195,ocd-division/country:us/state:nc/county:madison
Marion,197,ocd-division/country:us/state:nc/county:marion
Mcduffie,189,ocd-division/country:us/state:nc/county:mcduffie
Mcintosh,191,ocd-division/country:us/state:nc/county:mcintosh
Meriwether,199,ocd-division/country:us/state:nc/county:meriwether
Miller,201,ocd-division/country:us/state:nc/county:miller
Mitchell,205,ocd-division/country:us/state:nc/county:mitchell
Monroe,207,ocd-division/country:us/state:nc/county:monroe
Montgomery,209,ocd-division/country:us/state:nc/county:montgomery
Morgan,211,ocd-division/country:us/state:nc/county:morgan
Murray,213,ocd-division/country:us/state:nc/county:murray
Muscogee,215,ocd-division/country:us/state:nc/county:muscogee
Newton,217,ocd-division/country:us/state:nc/county:newton
Oconee,219,ocd-division/country:us/state:nc/county:oconee
Oglethorpe,221,ocd-division/country:us/state:nc/county:oglethorpe
Paulding,223,ocd-division/country:us/state:nc/county:paulding
Peach,225,ocd-division/country:us/state:nc/county:peach
Pickens,227,ocd-division/country:us/state:nc/county:pickens
Pierce,229,ocd-division/country:us/state:nc/county:pierce
Pike,231,ocd-division/country:us/state:nc/county:pike
Polk,233,ocd-division/country:us/state:nc/county:polk
Pulaski,235,ocd-division/country:us/state:nc/county:pulaski
Putnam,237,ocd-division/country:us/state:nc/county:putnam
Quitman,239,ocd-division/country:us/state:nc/county:quitman
Rabun,241,ocd-division/country:us/state:nc/county:rabun
Randolph,243,ocd-division/country:us/state:nc/county:randolph
Richmond,245,ocd-division/country:us/state:nc/county:richmond
Rockdale,247,ocd-division/country:us/state:nc/county:rockdale
Schley,249,ocd-division/country:us/state:nc/county:schley
Screven,251,ocd-division/country:us/state:nc/county:screven
Seminole,253,ocd-division/country:us/state:nc/county:seminole
Spalding,255,ocd-division/country:us/state:nc/county:spalding
Stephens,257,ocd-division/country:us/state:nc/county:stephens
Stewart,259,ocd-division/country:us/state:nc/county:stewart
Sumter,261,ocd-division/country:us/state:nc/county:sumter
Talbot,263,ocd-division/country:us/state:nc/county:talbot
Taliaferro,265,ocd-division/country:us/state:nc/county:taliaferro
Tattnall,267,ocd-division/country:us/state:nc/county:tattnall
Taylor,269,ocd-division/country:us/state:nc/county:taylor
Telfair,271,ocd-division/country:us/state:nc/county:telfair
Terrell,273,ocd-division/country:us/state:nc/county:terrell
Thomas,275,ocd-division/country:us/state:nc/county:thomas
Tift,277,ocd-division/country:us/state:nc/county:tift
Toombs,279,ocd-division/country:us/state:nc/county:toombs
Towns,281,ocd-division/country:us/state:nc/county:towns
Treutlen,283,ocd-division/country:us/state:nc/county:treutlen
Troup,285,ocd-division/country:us/state:nc/county:troup
Turner,287,ocd-division/country:us/state:nc/county:turner
Twiggs,289,ocd-division/country:us/state:nc/county:twiggs
Union,291,ocd-division/country:us/state:nc/county:union
Upson,293,ocd-division/country:us/state:nc/county:upson
Walker,295,ocd-division/country:us/state:nc/county:walker
Walton,297,ocd-division/country:us/state:nc/county:walton
Ware,299,ocd-division/country:us/state:nc/county:ware
Warren,301,ocd-division/country:us/state:nc/county:warren
Washington,303,ocd-division/country:us/state:nc/county:washington
Wayne,305,ocd-division/country:us/state:nc/county:wayne
Webster,307,ocd-division/country:us/state:nc/county:webster
Wheeler,309,ocd-division/country:us/state:nc/county:wheeler
White,311,ocd-division/country:us/state:nc/county:white
Whitfield,313,ocd-division/country:us/state:nc/county:whitfield
Wilcox,315,ocd-division/country:us/state:nc/county:wilcox
Wilkes,317,ocd-division/country:us/state:nc/county:wilkes
Wilkinson,319,ocd-division/country:us/state:nc/county:wilkinson
Worth,321,ocd-division/country:us/state:nc/county:worth
