county,fips,ocd_id
Appling,1,ocd-division/country:us/state:nc/county:appling
Atkinson,3,ocd-division/country:us/state:nc/county:atkinson
Bacon,5,ocd-division/country:us/state:nc/county:bacon
Baker,7,ocd-division/country:us/state:nc/county:baker
Baldwin,9,ocd-division/country:us/state:nc/county:baldwin
Banks,11,ocd-division/country:us/state:nc/county:banks
Barrow,13,ocd-division/country:us/state:nc/county:barrow
Bartow,15,ocd-division/country:us/state:nc/county:bartow
Ben Hill,17,ocd-division/country:us/state:nc/county:ben_hill
Berrien,19,ocd-division/country:us/state:nc/county:berrien
Bibb,21,ocd-division/country:us/state:nc/county:bibb
Bleckley,23,ocd-division/country:us/state:nc/county:bleckley
Brantley,25,ocd-division/country:us/state:nc/county:brantley
Brooks,27,ocd-division/country:us/state:nc/county:brooks
Bryan,29,ocd-division/country:us/state:nc/county:bryan
Bulloch,31,ocd-division/country:us/state:nc/county:bulloch
Burke,33,ocd-division/country:us/state:nc/county:burke
Butts,35,ocd-division/country:us/state:nc/county:butts
Calhoun,37,ocd-division/country:us/state:nc/county:calhoun
Camden,39,ocd-division/country:us/state:nc/county:camden
Candler,43,ocd-division/country:us/state:nc/county:candler
Carroll,45,ocd-division/country:us/state:nc/county:carroll
Catoosa,47,ocd-division/country:us/state:nc/county:catoosa
Charlton,49,ocd-division/country:us/state:nc/county:charlton
Chatham,51,ocd-division/country:us/state:nc/county:chatham
Chattahoochee,53,ocd-division/country:us/state:nc/county:chattahoochee
Chattooga,55,ocd-division/country:us/state:nc/county:chattooga
Cherokee,57,ocd-division/country:us/state:nc/county:cherokee
Clarke,59,ocd-division/country:us/state:nc/county:clarke
Clay,61,ocd-division/country:us/state:nc/county:clay
Clayton,63,ocd-division/country:us/state:nc/county:clayton
Clinch,65,ocd-division/country:us/state:nc/county:clinch
Cobb,67,ocd-division/country:us/state:nc/county:cobb
Coffee,69,ocd-division/country:us/state:nc/county:coffee
Colquitt,71,ocd-division/country:us/state:nc/county:colquitt
Columbia,73,ocd-division/country:us/state:nc/county:columbia
Cook,75,ocd-division/country:us/state:nc/county:cook
Coweta,77,ocd-division/country:us/state:nc/county:coweta
Crawford,79,ocd-division/country:us/state:nc/county:crawford
Crisp,81,ocd-division/country:us/state:nc/county:crisp
Dade,83,ocd-division/country:us/state:nc/county:dade
Dawson,85,ocd-division/country:us/state:nc/county:dawson
Decatur,87,ocd-division/country:us/state:nc/county:decatur
Dekalb,89,ocd-division/country:us/state:nc/county:dekalb
Dodge,91,ocd-division/country:us/state:nc/county:dodge
Dooly,93,ocd-division/country:us/state:nc/county:dooly
Dougherty,95,ocd-division/country:us/state:nc/county:dougherty
Douglas,97,ocd-division/country:us/state:nc/county:douglas
Early,99,ocd-division/country:us/state:nc/county:early
Echols,101,ocd-division/country:us/state:nc/county:echols
Effingham,103,ocd-division/country:us/state:nc/county:effingham
Elbert,105,ocd-division/country:us/state:nc/county:elbert
Emanuel,107,ocd-division/country:us/state:nc/county:emanuel
Evans,109,ocd-division/country:us/state:nc/county:evans
Fannin,111,ocd-division/country:us/state:nc/county:fannin
Fayette,113,ocd-division/country:us/state:nc/county:fayette
Floyd,115,ocd-division/country:us/state:nc/county:floyd
Forsyth,117,ocd-division/country:us/state:nc/county:forsyth
Franklin,119,ocd-division/country:us/state:nc/county:franklin
Fulton,121,ocd-division/country:us/state:nc/county:fulton
