county,fips,ocd_id
Adams,1,ocd-division/country:us/state:wi/county:adams
Ashland,3,ocd-division/country:us/state:wi/county:ashland
Barron,5,ocd-division/country:us/state:wi/county:barron
Bayfield,7,ocd-division/country:us/state:wi/county:bayfield
Brown,9,ocd-division/country:us/state:wi/county:brown
Buffalo,11,ocd-division/country:us/state:wi/county:buffalo
Burnett,13,ocd-division/country:us/state:wi/county:burnett
Calumet,15,ocd-division/country:us/state:wi/county:calumet
Chippewa,17,ocd-division/country:us/state:wi/county:chippewa
Clark,19,ocd-division/country:us/state:wi/county:clark
Columbia,21,ocd-division/country:us/state:wi/county:columbia
Crawford,23,ocd-division/country:us/state:wi/county:crawford
Dane,25,ocd-division/country:us/state:wi/county:dane
Dodge,27,ocd-division/country:us/state:wi/county:dodge
Door,29,ocd-division/country:us/state:wi/county:door
Douglas,31,ocd-division/country:us/state:wi/county:douglas
Dunn,33,ocd-division/country:us/state:wi/county:dunn
Eau Claire,35,ocd-division/country:us/state:wi/county:eau_claire
Florence,37,ocd-division/country:us/state:wi/county:florence
Fond Du Lac,39,ocd-division/country:us/state:wi/county:fond_du_lac
Forest,41,ocd-division/country:us/state:wi/county:forest
Grant,43,ocd-division/country:us/state:wi/county:grant
Green,45,ocd-division/country:us/state:wi/county:green
Green Lake,47,ocd-division/country:us/state:wi/county:green_lake
Iowa,49,ocd-division/country:us/state:wi/county:iowa
Iron,51,ocd-division/country:us/state:wi/county:iron
Jackson,53,ocd-division/country:us/state:wi/county:jackson
Jefferson,55,ocd-division/country:us/state:wi/county:jefferson
Juneau,57,ocd-division/country:us/state:wi/county:juneau
Kenosha,59,ocd-division/country:us/state:wi/county:kenosha
Kewaunee,61,ocd-division/country:us/state:wi/county:kewaunee
La Crosse,63,ocd-division/country:us/state:wi/county:la_crosse
Lafayette,65,ocd-division/country:us/state:wi/county:lafayette
Langlade,67,ocd-division/country:us/state:wi/county:langlade
Lincoln,69,ocd-division/country:us/state:wi/county:lincoln
Manitowoc,71,ocd-division/country:us/state:wi/county:manitowoc
Marathon,73,ocd-division/country:us/state:wi/county:marathon
Marinette,75,ocd-division/country:us/state:wi/county:marinette
Marquette,77,ocd-division/country:us/state:wi/county:marquette
Menominee,78,ocd-division/country:us/state:wi/county:menominee
Milwaukee,79,ocd-division/country:us/state:wi/county:milwaukee
Monroe,81,ocd-division/country:us/state:wi/county:monroe
Oconto,83,ocd-division/country:us/state:wi/county:oconto
Oneida,85,ocd-division/country:us/state:wi/county:oneida
Outagamie,87,ocd-division/country:us/state:wi/county:outagamie
Ozaukee,89,ocd-division/country:us/state:wi/county:ozaukee
Pepin,91,ocd-division/country:us/state:wi/county:pepin
Pierce,93,ocd-division/country:us/state:wi/county:pierce
Polk,95,ocd-division/country:us/state:wi/county:polk
Portage,97,ocd-division/country:us/state:wi/county:portage
Price,99,ocd-division/country:us/state:wi/county:price
Racine,101,ocd-division/country:us/state:wi/county:racine
Richland,103,ocd-division/country:us/state:wi/county:richland
Rock,105,ocd-division/country:us/state:wi/county:rock
Rusk,107,ocd-division/country:us/state:wi/county:rusk
Sauk,111,ocd-division/country:us/state:wi/county:sauk
Sawyer,113,ocd-division/country:us/state:wi/county:sawyer
Shawano,115,ocd-division/country:us/state:wi/county:shawano
Sheboygan,117,ocd-division/country:us/state:wi/county:sheboygan
St. Croix,109,ocd-division/country:us/state:wi/county:st_croix
Taylor,119,ocd-division/country:us/state:wi/county:taylor
Trempealeau,121,ocd-division/country:us/state:wi/county:trempealeau
Vernon,123,ocd-division/country:us/state:wi/county:vernon
Vilas,125,ocd-division/country:us/state:wi/county:vilas
Walworth,127,ocd-division/country:us/state:wi/county:walworth
Washburn,129,ocd-division/country:us/state:wi/county:washburn
Washington,131,ocd-division/country:us/state:wi/county:washington
Waukesha,133,ocd-division/country:us/state:wi/county:waukesha
Waupaca,135,ocd-division/country:us/state:wi/county:waupaca
Waushara,137,ocd-division/country:us/state:wi/county:waushara
Winnebago,139,ocd-division/country:us/state:wi/county:winnebago
Wood,141,ocd-division/country:us/state:wi/county:wood
