updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year,total_precincts,incumbent,precincts_reported
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,State Senate,2,"Denis, Mo",,,,,DEM,Clark,ocd-division/country:us/state:nv/county:clark,"5,683",,,Yes,,2014,46,True,46
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,State Senate,2,"Baker, Louis J.",,,,,IAP,Clark,ocd-division/country:us/state:nv/county:clark,"1,758",,,No,,2014,46,False,46
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Horsford, Steven A.",,,,,DEM,Lyon,ocd-division/country:us/state:nv/county:lyon,938,,,No,,2014,450,True,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Brown, Steve",,,,,LIB,Lyon,ocd-division/country:us/state:nv/county:lyon,96,,,No,,2014,450,False,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Spees, Kristen",,,,,DEM,Lander,ocd-division/country:us/state:nv/county:lander,245,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Best, Russell",,,,,IAP,Nye,ocd-division/country:us/state:nv/county:nye,715,,,No,,2014,450,False,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Best, Russell",,,,,IAP,Lyon,ocd-division/country:us/state:nv/county:lyon,139,,,No,,2014,450,False,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Brown, Steve",,,,,LIB,Mineral,ocd-division/country:us/state:nv/county:mineral,52,,,No,,2014,450,False,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Brown, Steve",,,,,LIB,Nye,ocd-division/country:us/state:nv/county:nye,411,,,No,,2014,450,False,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,4,"Brown, Steve",,,,,LIB,Lincoln,ocd-division/country:us/state:nv/county:lincoln,39,,,No,,2014,450,False,449
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,3,"Heck, Joe",,,,,REP,Clark,ocd-division/country:us/state:nv/county:clark,"88,528",,,Yes,,2014,415,True,415
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"HANSEN, JANINE",,,,,IAP,Lyon,ocd-division/country:us/state:nv/county:lyon,789,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"HANSEN, JANINE",,,,,IAP,Lander,ocd-division/country:us/state:nv/county:lander,180,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Spees, Kristen",,,,,DEM,Storey,ocd-division/country:us/state:nv/county:storey,419,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Spees, Kristen",,,,,DEM,Eureka,ocd-division/country:us/state:nv/county:eureka,56,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,State Senate,8,"Farley, Patricia",,,,,REP,Clark,ocd-division/country:us/state:nv/county:clark,"16,205",,,Yes,,2014,69,False,69
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"HANSEN, JANINE",,,,,IAP,Eureka,ocd-division/country:us/state:nv/county:eureka,106,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"HANSEN, JANINE",,,,,IAP,Storey,ocd-division/country:us/state:nv/county:storey,183,,,No,,2014,863,False,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,1,"Teijeiro, Annette",,,,,REP,Clark,ocd-division/country:us/state:nv/county:clark,"30,413",,,No,,2014,307,False,307
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,1,"Titus, Dina",,,,,DEM,Clark,ocd-division/country:us/state:nv/county:clark,"45,643",,,Yes,,2014,307,True,307
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,1,"Charles, Richard ""Ricardo Carlos""",,,,,LIB,Clark,ocd-division/country:us/state:nv/county:clark,"2,617",,,No,,2014,307,False,307
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,1,"Bakari, Kamau",,,,,IAP,Clark,ocd-division/country:us/state:nv/county:clark,"1,626",,,No,,2014,307,False,307
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Carson City,ocd-division/country:us/state:nv/place:carson_city,"10,581",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Churchill,ocd-division/country:us/state:nv/county:churchill,"5,721",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Lander,ocd-division/country:us/state:nv/county:lander,"1,326",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Humboldt,ocd-division/country:us/state:nv/county:humboldt,"3,289",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Lyon,ocd-division/country:us/state:nv/county:lyon,"7,783",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Elko,ocd-division/country:us/state:nv/county:elko,"7,299",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Douglas,ocd-division/country:us/state:nv/county:douglas,"13,186",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Eureka,ocd-division/country:us/state:nv/county:eureka,531,,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Washoe,ocd-division/country:us/state:nv/county:washoe,"70,335",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Storey,ocd-division/country:us/state:nv/county:storey,"1,278",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Amodei, Mark E.",,,,,REP,Pershing,ocd-division/country:us/state:nv/county:pershing,"1,073",,,Yes,,2014,863,True,862
2015-06-20 21:17:41.549000,nv-2014-11-04-general,2014-11-04 00:00:00,2014-11-04 00:00:00,general,certified,False,U.S. Representative in Congress,2,"Spees, Kristen",,,,,DEM,Carson City,ocd-division/country:us/state:nv/place:carson_city,"4,145",,,No,,2014,863,False,862
