updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year,notes
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Pima,ocd-division/country:us/state:az/county:pima,130238,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Navajo,ocd-division/country:us/state:az/county:navajo,13326,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Mohave,ocd-division/country:us/state:az/county:mohave,28000,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Maricopa,ocd-division/country:us/state:az/county:maricopa,524053,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,La Paz,ocd-division/country:us/state:az/county:la_paz,2179,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Greenlee,ocd-division/country:us/state:az/county:greenlee,911,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Graham,ocd-division/country:us/state:az/county:graham,4916,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Gila,ocd-division/country:us/state:az/county:gila,9608,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Coconino,ocd-division/country:us/state:az/county:coconino,16075,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Cochise,ocd-division/country:us/state:az/county:cochise,20137,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Jan Brewer,,,,,REP,Apache,ocd-division/country:us/state:az/county:apache,5715,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,,ocd-division/country:us/state:az/county:,51093,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Yuma,ocd-division/country:us/state:az/county:yuma,1009,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Yavapai,ocd-division/country:us/state:az/county:yavapai,2813,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Santa Cruz,ocd-division/country:us/state:az/county:santa_cruz,174,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Pinal,ocd-division/country:us/state:az/county:pinal,2078,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Pima,ocd-division/country:us/state:az/county:pima,8140,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Navajo,ocd-division/country:us/state:az/county:navajo,1371,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Mohave,ocd-division/country:us/state:az/county:mohave,2213,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Maricopa,ocd-division/country:us/state:az/county:maricopa,27631,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,La Paz,ocd-division/country:us/state:az/county:la_paz,204,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Greenlee,ocd-division/country:us/state:az/county:greenlee,79,,,,,2006,
2015-09-26 18:50:30.434000,az-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,Secretary of State,,Ernest Hancock,,,,,LBT,Graham,ocd-division/country:us/state:az/county:graham,314,,,,,2006,
