updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Ron Barber,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,4915,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Richard Grayson,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,1,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Charlie Manolakis,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,13,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Frank Antenori,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,2483,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Jesse Kelly,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,4779,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Martha McSally,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,3132,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Dave Sitton,,,,,,Cochise,ocd-division/country:us/state:az/county:cochise,843,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Ron Barber,,,,,,Pima,ocd-division/country:us/state:az/county:pima,37786,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Richard Grayson,,,,,,Pima,ocd-division/country:us/state:az/county:pima,1,,,,,2012
2015-09-26 18:50:50.230000,az-2012-04-17-special-primary,2012-04-17 00:00:00,2012-04-17 00:00:00,primary,certified,True,U.S. House,8,Charlie Manolakis,,,,,,Pima,ocd-division/country:us/state:az/county:pima,101,,,,,2012
