updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,jurisdiction,division,votes,total_votes,winner,write_in,year
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,148,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,491,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,100,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Rock River Town Hall 14-1,ocd-division/country:us/state:wy/county:albany/precinct:rock_river_town_hall_14-1,27,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Slade School 31-1,ocd-division/country:us/state:wy/county:albany/precinct:slade_school_31-1,19,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Slade School 31-2,ocd-division/country:us/state:wy/county:albany/precinct:slade_school_31-2,507,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Albany County Public Library 31-3,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_31-3,378,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Spring Creek School 31-4,ocd-division/country:us/state:wy/county:albany/precinct:spring_creek_school_31-4,277,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Laramie Junior High School 41-1,ocd-division/country:us/state:wy/county:albany/precinct:laramie_junior_high_school_41-1,336,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Laramie Junior High School 41-2,ocd-division/country:us/state:wy/county:albany/precinct:laramie_junior_high_school_41-2,69,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Indian Paintbrush School 41-3,ocd-division/country:us/state:wy/county:albany/precinct:indian_paintbrush_school_41-3,381,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Indian Paintbrush School 41-4,ocd-division/country:us/state:wy/county:albany/precinct:indian_paintbrush_school_41-4,59,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Albany County Public Library 51-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_51-1,32,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Albany County Public Library 51-2,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_51-2,219,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Spring Creek School 51-3,ocd-division/country:us/state:wy/county:albany/precinct:spring_creek_school_51-3,265,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Linford School 51-4,ocd-division/country:us/state:wy/county:albany/precinct:linford_school_51-4,23,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Linford School 51-5,ocd-division/country:us/state:wy/county:albany/precinct:linford_school_51-5,441,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Linford School 51-6,ocd-division/country:us/state:wy/county:albany/precinct:linford_school_51-6,192,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Beitel School 61-1,ocd-division/country:us/state:wy/county:albany/precinct:beitel_school_61-1,1,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Beitel School 61-2,ocd-division/country:us/state:wy/county:albany/precinct:beitel_school_61-2,404,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Thayer School 61-3,ocd-division/country:us/state:wy/county:albany/precinct:thayer_school_61-3,386,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,D,Albany,,,,,,Thayer School 61-4,ocd-division/country:us/state:wy/county:albany/precinct:thayer_school_61-4,86,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,296,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,1051,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,145,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Rock River Town Hall 14-1,ocd-division/country:us/state:wy/county:albany/precinct:rock_river_town_hall_14-1,84,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Slade School 31-1,ocd-division/country:us/state:wy/county:albany/precinct:slade_school_31-1,20,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Slade School 31-2,ocd-division/country:us/state:wy/county:albany/precinct:slade_school_31-2,745,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Albany County Public Library 31-3,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_31-3,353,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Spring Creek School 31-4,ocd-division/country:us/state:wy/county:albany/precinct:spring_creek_school_31-4,217,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Laramie Junior High School 41-1,ocd-division/country:us/state:wy/county:albany/precinct:laramie_junior_high_school_41-1,519,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Laramie Junior High School 41-2,ocd-division/country:us/state:wy/county:albany/precinct:laramie_junior_high_school_41-2,159,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Indian Paintbrush School 41-3,ocd-division/country:us/state:wy/county:albany/precinct:indian_paintbrush_school_41-3,589,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Indian Paintbrush School 41-4,ocd-division/country:us/state:wy/county:albany/precinct:indian_paintbrush_school_41-4,116,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Albany County Public Library 51-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_51-1,25,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Albany County Public Library 51-2,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_51-2,174,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Spring Creek School 51-3,ocd-division/country:us/state:wy/county:albany/precinct:spring_creek_school_51-3,253,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Linford School 51-4,ocd-division/country:us/state:wy/county:albany/precinct:linford_school_51-4,38,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Linford School 51-5,ocd-division/country:us/state:wy/county:albany/precinct:linford_school_51-5,818,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Linford School 51-6,ocd-division/country:us/state:wy/county:albany/precinct:linford_school_51-6,137,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Beitel School 61-1,ocd-division/country:us/state:wy/county:albany/precinct:beitel_school_61-1,1,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Beitel School 61-2,ocd-division/country:us/state:wy/county:albany/precinct:beitel_school_61-2,600,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Thayer School 61-3,ocd-division/country:us/state:wy/county:albany/precinct:thayer_school_61-3,408,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. Senate,R,Albany,,,,,,Thayer School 61-4,ocd-division/country:us/state:wy/county:albany/precinct:thayer_school_61-4,186,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Northern Albany County 11-1,ocd-division/country:us/state:wy/county:albany/precinct:northern_albany_county_11-1,200,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Albany County Fairgrounds/Harmony 12-1,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_fairgrounds~harmony_12-1,726,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Centennial School 13-1,ocd-division/country:us/state:wy/county:albany/precinct:centennial_school_13-1,123,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Rock River Town Hall 14-1,ocd-division/country:us/state:wy/county:albany/precinct:rock_river_town_hall_14-1,38,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Slade School 31-1,ocd-division/country:us/state:wy/county:albany/precinct:slade_school_31-1,23,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Slade School 31-2,ocd-division/country:us/state:wy/county:albany/precinct:slade_school_31-2,829,,,,2006
2014-09-05 20:59:05.059000,wy-2006-11-07-general,2006-11-07 00:00:00,2006-11-07 00:00:00,general,certified,False,U.S. House,D,Albany,,,,,,Albany County Public Library 31-3,ocd-division/country:us/state:wy/county:albany/precinct:albany_county_public_library_31-3,569,,,,2006
