name,fips,ocd_id
Anderson,001,ocd-division/country:us/state:tx/county:anderson
Andrews,003,ocd-division/country:us/state:tx/county:andrews
Angelina,005,ocd-division/country:us/state:tx/county:angelina
Aransas,007,ocd-division/country:us/state:tx/county:aransas
Archer,009,ocd-division/country:us/state:tx/county:archer
Armstrong,011,ocd-division/country:us/state:tx/county:armstrong
Atascosa,013,ocd-division/country:us/state:tx/county:atascosa
Austin,015,ocd-division/country:us/state:tx/county:austin
Bailey,017,ocd-division/country:us/state:tx/county:bailey
Bandera,019,ocd-division/country:us/state:tx/county:bandera
Bastrop,021,ocd-division/country:us/state:tx/county:bastrop
Baylor,023,ocd-division/country:us/state:tx/county:baylor
Bee,025,ocd-division/country:us/state:tx/county:bee
Bell,027,ocd-division/country:us/state:tx/county:bell
Bexar,029,ocd-division/country:us/state:tx/county:bexar
Blanco,031,ocd-division/country:us/state:tx/county:blanco
Borden,033,ocd-division/country:us/state:tx/county:borden
Bosque,035,ocd-division/country:us/state:tx/county:bosque
Bowie,037,ocd-division/country:us/state:tx/county:bowie
Brazoria,039,ocd-division/country:us/state:tx/county:brazoria
Brazos,041,ocd-division/country:us/state:tx/county:brazos
Brewster,043,ocd-division/country:us/state:tx/county:brewster
Briscoe,045,ocd-division/country:us/state:tx/county:briscoe
Brooks,047,ocd-division/country:us/state:tx/county:brooks
Brown,049,ocd-division/country:us/state:tx/county:brown
Burleson,051,ocd-division/country:us/state:tx/county:burleson
Burnet,053,ocd-division/country:us/state:tx/county:burnet
Caldwell,055,ocd-division/country:us/state:tx/county:caldwell
Calhoun,057,ocd-division/country:us/state:tx/county:calhoun
Callahan,059,ocd-division/country:us/state:tx/county:callahan
Cameron,061,ocd-division/country:us/state:tx/county:cameron
Camp,063,ocd-division/country:us/state:tx/county:camp
Carson,065,ocd-division/country:us/state:tx/county:carson
Cass,067,ocd-division/country:us/state:tx/county:cass
Castro,069,ocd-division/country:us/state:tx/county:castro
Chambers,071,ocd-division/country:us/state:tx/county:chambers
Cherokee,073,ocd-division/country:us/state:tx/county:cherokee
Childress,075,ocd-division/country:us/state:tx/county:childress
Clay,077,ocd-division/country:us/state:tx/county:clay
Cochran,079,ocd-division/country:us/state:tx/county:cochran
Coke,081,ocd-division/country:us/state:tx/county:coke
Coleman,083,ocd-division/country:us/state:tx/county:coleman
Collin,085,ocd-division/country:us/state:tx/county:collin
Collingsworth,087,ocd-division/country:us/state:tx/county:collingsworth
Colorado,089,ocd-division/country:us/state:tx/county:colorado
Comal,091,ocd-division/country:us/state:tx/county:comal
Comanche,093,ocd-division/country:us/state:tx/county:comanche
Concho,095,ocd-division/country:us/state:tx/county:concho
Cooke,097,ocd-division/country:us/state:tx/county:cooke
Coryell,099,ocd-division/country:us/state:tx/county:coryell
Cottle,101,ocd-division/country:us/state:tx/county:cottle
Crane,103,ocd-division/country:us/state:tx/county:crane
Crockett,105,ocd-division/country:us/state:tx/county:crockett
Crosby,107,ocd-division/country:us/state:tx/county:crosby
Culberson,109,ocd-division/country:us/state:tx/county:culberson
Dallam,111,ocd-division/country:us/state:tx/county:dallam
Dallas,113,ocd-division/country:us/state:tx/county:dallas
Dawson,115,ocd-division/country:us/state:tx/county:dawson
Deaf Smith,117,ocd-division/country:us/state:tx/county:deaf_smith
Delta,119,ocd-division/country:us/state:tx/county:delta
Denton,121,ocd-division/country:us/state:tx/county:denton
De Witt,123,ocd-division/country:us/state:tx/county:de witt
Dickens,125,ocd-division/country:us/state:tx/county:dickens
Dimmit,127,ocd-division/country:us/state:tx/county:dimmit
Donley,129,ocd-division/country:us/state:tx/county:donley
Duval,131,ocd-division/country:us/state:tx/county:duval
Eastland,133,ocd-division/country:us/state:tx/county:eastland
Ector,135,ocd-division/country:us/state:tx/county:ector
Edwards,137,ocd-division/country:us/state:tx/county:edwards
Ellis,139,ocd-division/country:us/state:tx/county:ellis
El Paso,141,ocd-division/country:us/state:tx/county:el_paso
Erath,143,ocd-division/country:us/state:tx/county:erath
Falls,145,ocd-division/country:us/state:tx/county:falls
Fannin,147,ocd-division/country:us/state:tx/county:fannin
Fayette,149,ocd-division/country:us/state:tx/county:fayette
Fisher,151,ocd-division/country:us/state:tx/county:fisher
Floyd,153,ocd-division/country:us/state:tx/county:floyd
Foard,155,ocd-division/country:us/state:tx/county:foard
Fort Bend,157,ocd-division/country:us/state:tx/county:fort_bend
Franklin,159,ocd-division/country:us/state:tx/county:franklin
Freestone,161,ocd-division/country:us/state:tx/county:freestone
Frio,163,ocd-division/country:us/state:tx/county:frio
