date,office,district,race_type,party,special,url,reporting_level,jurisdiction,has_statewide_contests,needs_preprocessing,needs_review,skip,raw_extracted_filename,parent_zipfile,filename,notes
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Columbia,,,,,"Columbia Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Columbia Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Cowlitz,,,,,"Cowlitz Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Cowlitz Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Douglas,,,,,"Douglas Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Douglas Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Ferry,,,,,"Ferry Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Ferry Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Franklin,,,,,"Franklin Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Franklin Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Garfield,,,,,"Garfield Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Garfield Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grant,,,,,"Grant Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Grant Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grays Harbor,,,,,"Grays Harbor Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Grays Harbor Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Island,,,,,"Island Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Island Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Jefferson,,,,,"Jefferson Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Jefferson Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,King,,,,,Ecanvass_General2009.txt,"2008Gen by-precinct data (by county)/King Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kitsap,,,,,"Kitsap Gen09 state prec resuts, RV, cast, Cong,Leg.xls","2008Gen by-precinct data (by county)/Kitsap Gen09 state prec resuts, RV, cast, Cong,Leg.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kittitas,,,,,"Kittitas Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Kittitas Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Klickitat,,,,,"Klickitat Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Klickitat Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lewis,,,,,"Lewis Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Lewis Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lincoln,,,,,"Lincoln Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Lincoln Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Mason,,,,,"Mason Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Mason Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Okanogan,,,,,"Okanogan Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Okanogan Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pacific,,,,,"Pacific Gen09 prec results, cast, RV on sheet 2.xls","2008Gen by-precinct data (by county)/Pacific Gen09 prec results, cast, RV on sheet 2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pend Oreille,,,,,"Pend Oreille Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Pend Oreille Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pierce,,,,,"Pierce Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Pierce Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,San Juan,,,,,"San Juan Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/San Juan Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skagit,,,,,"Skagit Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Skagit Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skamania,,,,,"Skamania Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Skamania Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Snohomish,,,,,"Snohomish Gen09 results, RV, cast.xls","2008Gen by-precinct data (by county)/Snohomish Gen09 results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Spokane,,,,,"Spokane Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Spokane Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Stevens,,,,,"Stevens Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Stevens Gen09 prec results, cast, RV on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Thurston,,,,,"Thurston Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Thurston Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Wahkiakum,,,,,"Wahkiakum Gen09 prec results, RV-cast on sheet2.xls","2008Gen by-precinct data (by county)/Wahkiakum Gen09 prec results, RV-cast on sheet2.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Walla Walla,,,,,"Walla Walla Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Walla Walla Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whatcom,,,,,"Whatcom Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Whatcom Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whitman,,,,,"Whitman Gen09 prec results, RV, cast.xls","2008Gen by-precinct data (by county)/Whitman Gen09 prec results, RV, cast.zip",,
2009-11-03,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2009/GeneralElection/Data/Documents/2009Gen%20by-precinct%20data%20(by%20county).zip,precinct,Yakima,,,,,"Yakima Gen09 prec results, cast, RV on sheet2.xls","2008Gen by-precinct data (by county)/Yakima Gen09 prec results, cast, RV on sheet2.zip",,
2010-08-17,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/primary/documents/2010pri%20cong.xls,congressional_district,,,,,,,,,
2010-08-17,,,primary,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/primary/documents/2010pri%20leg.xls,state_legislative,,,,,,,,,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/documents/results/2010gencong-stateraces.pdf,congressional_district,,,TRUE,,,,,,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/documents/results/2010genleg-stateraces(fixed).pdf,state_legislative,,,TRUE,,,,,,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Adams ,,,,,Adams 2010Gen prec results.csv,2010Gen by-precinct data (by county)/Adams 2010Gen prec results.zip,,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Asotin ,,,,,"Asotin 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Asotin 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Benton ,,,,,"Benton 2010Gen prec results, RV,cast.csv","2010Gen by-precinct data (by county)/Benton 2010Gen prec results, RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Chelan ,,,,,"Chelan 2010Gen prec results, RV, cast.xls","2010Gen by-precinct data (by county)/Chelan 2010Gen prec results, RV, cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clallam ,,,,,"Clallam 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Clallam 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Clark ,,,,,"Clark 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Clark 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Columbia ,,,,,"Columbia 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Columbia 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Cowlitz ,,,,,"Cowlitz 2010Gen prec results, RV,cast.csv","2010Gen by-precinct data (by county)/Cowlitz 2010Gen prec results, RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Douglas ,,,,,"Douglas 2010Gen prec results, RV, cast.csv","2010Gen by-precinct data (by county)/Douglas 2010Gen prec results, RV, cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Ferry ,,,,,"Ferry 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Ferry 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Franklin ,,,,,"Franklin 2010Gen prec results,RV,cast (Leg cd fixed).xls","2010Gen by-precinct data (by county)/Franklin 2010Gen prec results,RV,cast (Leg cd fixed).zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Garfield ,,,,,"Garfield 2010Gen prec results, RV, cast.csv","2010Gen by-precinct data (by county)/Garfield 2010Gen prec results, RV, cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grant ,,,,,"Grant 2010Gen prec results,RV,cast (Leg code fixed).xls","2010Gen by-precinct data (by county)/Grant 2010Gen prec results,RV,cast (Leg code fixed).zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Grays Harbor ,,,,,"Grays Harbor 2010Gen prec restults,RV,cast.csv","2010Gen by-precinct data (by county)/Grays Harbor 2010Gen prec restults,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Island ,,,,,"Island 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Island 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Jefferson ,,,,,"Jefferson 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Jefferson 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kitsap ,,,,,CumulativeCanvass.txt,"2010Gen by-precinct data (by county)/King 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Kittitas ,,,,,"Kitsap 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Kitsap 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Klickitat ,,,,,"Kittitas 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Kittitas 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lewis ,,,,,"Klickitat 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Klickitat 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Lincoln ,,,,,"Lewis 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Lewis 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Mason ,,,,,"Lincoln 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Lincoln 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Okanogan ,,,,,"Mason 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Mason 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pacific ,,,,,"Okanogan 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Okanogan 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pend Oreille ,,,,,"Pacific 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Pacific 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Pierce ,,,,,"Pend Oreille 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Pend Oreille 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,San Juan ,,,,,"Pierce 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Pierce 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skagit ,,,,,"San Juan 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/San Juan 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Skamania ,,,,,"Skagit 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Skagit 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Snohomish ,,,,,"Skamania 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Skamania 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Spokane ,,,,,"Snohomish 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Snohomish 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Spokane ,,,,,"Spokane 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Spokane 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Stevens ,,,,,"Stevens 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Stevens 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Thurston ,,,,,"Thurston 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Thurston 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Wahkiakum ,,,,,"Wahkiakum 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Wahkiakum 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Walla Walla ,,,,,"Walla Walla 2010Gen prec results,RV,cast.xls","2010Gen by-precinct data (by county)/Walla Walla 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whatcom ,,,,,"Whatcom 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Whatcom 2010Gen prec results,RV,cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Whitman ,,,,,"Whitman 2010Gen prec results, RV, cast.xls","2010Gen by-precinct data (by county)/Whitman 2010Gen prec results, RV, cast.zip",,
2010-11-02,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2010/general/Data/Documents/Precinct%20Data/2010Gen%20by-precinct%20data%20(by%20county).zip,precinct,Yakima ,,,,,"Yakima 2010Gen prec results,RV,cast.csv","2010Gen by-precinct data (by county)/Yakima 2010Gen prec results,RV,cast.zip",,
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/previouselections/documents/report.is.being.prepared.pdf,congressional_district,,,TRUE,,,,,,
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/FINAL%202011Gen%20-%20Leg.pdf,state_legislative,,,TRUE,,,,,,
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Adams ,,,,TRUE,"Adams 2011Gen prec results, cast-No RV.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Asotin ,,,,TRUE,"Asotin 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Benton ,,,,TRUE,"Benton 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Chelan ,,,,TRUE,"Chelan 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
2011-11-08,,,general,,,https://wei.sos.wa.gov/agency/osos/en/press_and_research/PreviousElections/2011/general/Data/Documents/Precinct%20Data/Precinct%20Data%20Files.zip,precinct,Clallam ,,,,TRUE,"Clallam 2011Gen prec results, RV, cast.xlsx",,,Skip because this county has no contests of interest for OpenElections.
