ocd_id,name,fips
ocd-division/country:us/state:wa/county:adams,Adams,53001
ocd-division/country:us/state:wa/county:asotin,Asotin,53003
ocd-division/country:us/state:wa/county:benton,Benton,53005
ocd-division/country:us/state:wa/county:chelan,Chelan,53007
ocd-division/country:us/state:wa/county:clallam,Clallam,53009
ocd-division/country:us/state:wa/county:clark,Clark,53011
ocd-division/country:us/state:wa/county:columbia,Columbia,53013
ocd-division/country:us/state:wa/county:cowlitz,Cowlitz,53015
ocd-division/country:us/state:wa/county:douglas,Douglas,53017
ocd-division/country:us/state:wa/county:ferry,Ferry,53019
ocd-division/country:us/state:wa/county:franklin,Franklin,53021
ocd-division/country:us/state:wa/county:garfield,Garfield,53023
ocd-division/country:us/state:wa/county:grant,Grant,53025
ocd-division/country:us/state:wa/county:grays_harbor,Grays Harbor,53027
ocd-division/country:us/state:wa/county:island,Island,53029
ocd-division/country:us/state:wa/county:jefferson,Jefferson,53031
ocd-division/country:us/state:wa/county:king,King,53033
ocd-division/country:us/state:wa/county:kitsap,Kitsap,53035
ocd-division/country:us/state:wa/county:kittitas,Kittitas,53037
ocd-division/country:us/state:wa/county:klickitat,Klickitat,53039
ocd-division/country:us/state:wa/county:lewis,Lewis,53041
ocd-division/country:us/state:wa/county:lincoln,Lincoln,53043
ocd-division/country:us/state:wa/county:mason,Mason,53045
ocd-division/country:us/state:wa/county:okanogan,Okanogan,53047
ocd-division/country:us/state:wa/county:pacific,Pacific,53049
ocd-division/country:us/state:wa/county:pend_oreille,Pend Oreille,53051
ocd-division/country:us/state:wa/county:pierce,Pierce,53053
ocd-division/country:us/state:wa/county:san_juan,San Juan,53055
ocd-division/country:us/state:wa/county:skagit,Skagit,53057
ocd-division/country:us/state:wa/county:skamania,Skamania,53059
ocd-division/country:us/state:wa/county:snohomish,Snohomish,53061
ocd-division/country:us/state:wa/county:spokane,Spokane,53063
ocd-division/country:us/state:wa/county:stevens,Stevens,53065
ocd-division/country:us/state:wa/county:thurston,Thurston,53067
ocd-division/country:us/state:wa/county:wahkiakum,Wahkiakum,53069
ocd-division/country:us/state:wa/county:walla_walla,Walla Walla,53071
ocd-division/country:us/state:wa/county:whatcom,Whatcom,53073
ocd-division/country:us/state:wa/county:whitman,Whitman,53075
ocd-division/country:us/state:wa/county:yakima,Yakima,53077
