fips,name,ocd_id,type
1,Accomack,ocd-division/country:us/state:va/county:accomack,county
3,Albemarle,ocd-division/country:us/state:va/county:albemarle,county
5,Alleghany,ocd-division/country:us/state:va/county:alleghany,county
7,Amelia,ocd-division/country:us/state:va/county:amelia,county
9,Amherst,ocd-division/country:us/state:va/county:amherst,county
11,Appomattox,ocd-division/country:us/state:va/county:appomattox,county
13,Arlington,ocd-division/country:us/state:va/county:arlington,county
15,Augusta,ocd-division/country:us/state:va/county:augusta,county
17,Bath,ocd-division/country:us/state:va/county:bath,county
19,Bedford,ocd-division/country:us/state:va/county:bedford,county
21,Bland,ocd-division/country:us/state:va/county:bland,county
23,Botetourt,ocd-division/country:us/state:va/county:botetourt,county
25,Brunswick,ocd-division/country:us/state:va/county:brunswick,county
27,Buchanan,ocd-division/country:us/state:va/county:buchanan,county
29,Buckingham,ocd-division/country:us/state:va/county:buckingham,county
31,Campbell,ocd-division/country:us/state:va/county:campbell,county
33,Caroline,ocd-division/country:us/state:va/county:caroline,county
35,Carroll,ocd-division/country:us/state:va/county:carroll,county
36,Charles City,ocd-division/country:us/state:va/county:charles_city,county
37,Charlotte,ocd-division/country:us/state:va/county:charlotte,county
41,Chesterfield,ocd-division/country:us/state:va/county:chesterfield,county
43,Clarke,ocd-division/country:us/state:va/county:clarke,county
45,Craig,ocd-division/country:us/state:va/county:craig,county
47,Culpeper,ocd-division/country:us/state:va/county:culpeper,county
49,Cumberland,ocd-division/country:us/state:va/county:cumberland,county
51,Dickenson,ocd-division/country:us/state:va/county:dickenson,county
53,Dinwiddie,ocd-division/country:us/state:va/county:dinwiddie,county
57,Essex,ocd-division/country:us/state:va/county:essex,county
59,Fairfax,ocd-division/country:us/state:va/county:fairfax,county
61,Fauquier,ocd-division/country:us/state:va/county:fauquier,county
63,Floyd,ocd-division/country:us/state:va/county:floyd,county
65,Fluvanna,ocd-division/country:us/state:va/county:fluvanna,county
67,Franklin,ocd-division/country:us/state:va/county:franklin,county
69,Frederick,ocd-division/country:us/state:va/county:frederick,county
71,Giles,ocd-division/country:us/state:va/county:giles,county
73,Gloucester,ocd-division/country:us/state:va/county:gloucester,county
75,Goochland,ocd-division/country:us/state:va/county:goochland,county
77,Grayson,ocd-division/country:us/state:va/county:grayson,county
79,Greene,ocd-division/country:us/state:va/county:greene,county
81,Greensville,ocd-division/country:us/state:va/county:greensville,county
83,Halifax,ocd-division/country:us/state:va/county:halifax,county
85,Hanover,ocd-division/country:us/state:va/county:hanover,county
87,Henrico,ocd-division/country:us/state:va/county:henrico,county
89,Henry,ocd-division/country:us/state:va/county:henry,county
91,Highland,ocd-division/country:us/state:va/county:highland,county
93,Isle of Wight,ocd-division/country:us/state:va/county:isle_of_wight,county
95,James City,ocd-division/country:us/state:va/county:james_city,county
97,King and Queen,ocd-division/country:us/state:va/county:king_and_queen,county
99,King George,ocd-division/country:us/state:va/county:king_george,county
101,King William,ocd-division/country:us/state:va/county:king_william,county
103,Lancaster,ocd-division/country:us/state:va/county:lancaster,county
105,Lee,ocd-division/country:us/state:va/county:lee,county
107,Loudoun,ocd-division/country:us/state:va/county:loudoun,county
109,Louisa,ocd-division/country:us/state:va/county:louisa,county
111,Lunenburg,ocd-division/country:us/state:va/county:lunenburg,county
113,Madison,ocd-division/country:us/state:va/county:madison,county
115,Mathews,ocd-division/country:us/state:va/county:mathews,county
117,Mecklenburg,ocd-division/country:us/state:va/county:mecklenburg,county
119,Middlesex,ocd-division/country:us/state:va/county:middlesex,county
121,Montgomery,ocd-division/country:us/state:va/county:montgomery,county
125,Nelson,ocd-division/country:us/state:va/county:nelson,county
127,New Kent,ocd-division/country:us/state:va/county:new kent,county
131,Northampton,ocd-division/country:us/state:va/county:northampton,county
133,Northumberland,ocd-division/country:us/state:va/county:northumberland,county
135,Nottoway,ocd-division/country:us/state:va/county:nottoway,county
137,Orange,ocd-division/country:us/state:va/county:orange,county
139,Page,ocd-division/country:us/state:va/county:page,county
141,Patrick,ocd-division/country:us/state:va/county:patrick,county
143,Pittsylvania,ocd-division/country:us/state:va/county:pittsylvania,county
145,Powhatan,ocd-division/country:us/state:va/county:powhatan,county
147,Prince Edward,ocd-division/country:us/state:va/county:prince edward,county
149,Prince George,ocd-division/country:us/state:va/county:prince george,county
153,Prince William,ocd-division/country:us/state:va/county:prince william,county
155,Pulaski,ocd-division/country:us/state:va/county:pulaski,county
157,Rappahannock,ocd-division/country:us/state:va/county:rappahannock,county
159,Richmond,ocd-division/country:us/state:va/county:richmond,county
161,Roanoke,ocd-division/country:us/state:va/county:roanoke,county
163,Rockbridge,ocd-division/country:us/state:va/county:rockbridge,county
165,Rockingham,ocd-division/country:us/state:va/county:rockingham,county
167,Russell,ocd-division/country:us/state:va/county:russell,county
169,Scott,ocd-division/country:us/state:va/county:scott,county
171,Shenandoah,ocd-division/country:us/state:va/county:shenandoah,county
173,Smyth,ocd-division/country:us/state:va/county:smyth,county
175,Southampton,ocd-division/country:us/state:va/county:southampton,county
177,Spotsylvania,ocd-division/country:us/state:va/county:spotsylvania,county
179,Stafford,ocd-division/country:us/state:va/county:stafford,county
181,Surry,ocd-division/country:us/state:va/county:surry,county
183,Sussex,ocd-division/country:us/state:va/county:sussex,county
185,Tazewell,ocd-division/country:us/state:va/county:tazewell,county
187,Warren,ocd-division/country:us/state:va/county:warren,county
191,Washington,ocd-division/country:us/state:va/county:washington,county
193,Westmoreland,ocd-division/country:us/state:va/county:westmoreland,county
195,Wise,ocd-division/country:us/state:va/county:wise,county
197,Wythe,ocd-division/country:us/state:va/county:wythe,county
199,York,ocd-division/country:us/state:va/county:york,county
510,Alexandria,ocd-division/country:us/state:va/county:alexandria,place
515,Bedford,ocd-division/country:us/state:va/county:bedford,place
520,Bristol,ocd-division/country:us/state:va/county:bristol,place
530,Buena Vista,ocd-division/country:us/state:va/place:buena_vista,place
540,Charlottesville,ocd-division/country:us/state:va/place:charlottesville,place
550,Chesapeake,ocd-division/country:us/state:va/place:chesapeake,place
570,Colonial Heights,ocd-division/country:us/state:va/place:colonial_heights,place
580,Covington,ocd-division/country:us/state:va/place:covington,place
590,Danville,ocd-division/country:us/state:va/place:danville,place
595,Emporia,ocd-division/country:us/state:va/place:emporia,place
600,Fairfax,ocd-division/country:us/state:va/place:fairfax,place
610,Falls Church,ocd-division/country:us/state:va/place:falls_church,place
620,Franklin,ocd-division/country:us/state:va/place:franklin,place
630,Fredericksburg,ocd-division/country:us/state:va/place:fredericksburg,place
640,Galax,ocd-division/country:us/state:va/place:galax,place
650,Hampton,ocd-division/country:us/state:va/place:hampton,place
660,Harrisonburg,ocd-division/country:us/state:va/place:harrisonburg,place
670,Hopewell,ocd-division/country:us/state:va/place:hopewell,place
678,Lexington,ocd-division/country:us/state:va/place:lexington,place
680,Lynchburg,ocd-division/country:us/state:va/place:lynchburg,place
683,Manassas,ocd-division/country:us/state:va/place:manassas,place
685,Manassas Park,ocd-division/country:us/state:va/place:manassas_park,place
690,Martinsville,ocd-division/country:us/state:va/place:martinsville,place
700,Newport News,ocd-division/country:us/state:va/place:newport_news,place
710,Norfolk,ocd-division/country:us/state:va/place:norfolk,place
720,Norton,ocd-division/country:us/state:va/place:norton,place
730,Petersburg,ocd-division/country:us/state:va/place:petersburg,place
735,Poquoson,ocd-division/country:us/state:va/place:poquoson,place
740,Portsmouth,ocd-division/country:us/state:va/place:portsmouth,place
750,Radford,ocd-division/country:us/state:va/place:radford,place
760,Richmond,ocd-division/country:us/state:va/place:richmond,place
770,Roanoke,ocd-division/country:us/state:va/place:roanoke,place
775,Salem,ocd-division/country:us/state:va/place:salem,place
790,Staunton,ocd-division/country:us/state:va/place:staunton,place
800,Suffolk,ocd-division/country:us/state:va/place:suffolk,place
810,Virginia Beach,ocd-division/country:us/state:va/place:virginia_beach,place
820,Waynesboro,ocd-division/country:us/state:va/place:waynesboro,place
830,Williamsburg,ocd-division/country:us/state:va/place:williamsburg,place
840,Winchester,ocd-division/country:us/state:va/place:winchester,place
